;Acao;Data;Hora;Descrição;Link
0;TGMA3;30/05/2023;21:49;Ataque Cibernético;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1107906&descTipo=IPE&CodigoInstituicao=1
1;TGMA3;15/09/2022;18:16;Aquisição de participação acionária da Controlada CATLOG;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1015870&descTipo=IPE&CodigoInstituicao=1
2;TGMA3;20/06/2022;18:28;Renúncia Diretor Presidente;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=991855&descTipo=IPE&CodigoInstituicao=1
3;TGMA3;24/03/2022;18:17;Próximas Lives Programadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=957850&descTipo=IPE&CodigoInstituicao=1
4;TGMA3;22/09/2021;18:21;Próximas Lives Programadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=902731&descTipo=IPE&CodigoInstituicao=1
5;TGMA3;16/07/2021;18:52;Deliberação a respeito da proposta não solicitada de Combinação de Negócios;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=884602&descTipo=IPE&CodigoInstituicao=1
6;TGMA3;02/07/2021;19:44;Reunião do Conselho de Administração a respeito da Proposta de Combinação de Negócios Tegma JSL;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=880849&descTipo=IPE&CodigoInstituicao=1
7;TGMA3;02/07/2021;07:49;Proposta de Combinação de Negócios Tegma JSL;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=880607&descTipo=IPE&CodigoInstituicao=1
8;TGMA3;03/05/2021;18:22;Próximas lives agendadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=861975&descTipo=IPE&CodigoInstituicao=1
9;TGMA3;31/03/2021;09:23;Live programada;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=848730&descTipo=IPE&CodigoInstituicao=1
10;TGMA3;14/12/2020;18:54;Próximas Lives;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=816386&descTipo=IPE&CodigoInstituicao=1
11;TGMA3;24/11/2020;18:15;Próximas Lives Agendadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=810787&descTipo=IPE&CodigoInstituicao=1
12;TGMA3;19/11/2020;18:34;Próximas Lives Agendadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=810096&descTipo=IPE&CodigoInstituicao=1
13;TGMA3;01/09/2020;18:05;Próximas Lives Agendadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=790176&descTipo=IPE&CodigoInstituicao=1
14;TGMA3;28/08/2020;09:37;Próximas lives agendadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=788798&descTipo=IPE&CodigoInstituicao=1
