Acao;Data;Hora;Descrição;Link
AXIA6;28/07/2026;18:53;Liquidação da 11ª Emissão de Debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1548953&descTipo=IPE&CodigoInstituicao=1
AXIA6;27/07/2026;21:48;Comunicado de Bookbuilding - 11ª Emissão Debentures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1548559&descTipo=IPE&CodigoInstituicao=1
AXIA6;23/07/2026;18:15;Convocação de AGE - Incorporação de subsidiárias;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1547522&descTipo=IPE&CodigoInstituicao=1
AXIA6;23/07/2026;18:04;Informe de Governança 2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1547507&descTipo=IPE&CodigoInstituicao=1
AXIA6;20/07/2026;17:28;Resultado do Leilão de Frações - Conversão de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1546337&descTipo=IPE&CodigoInstituicao=1
AXIA6;17/07/2026;21:49;Liquidação 10ª emissão de debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1546081&descTipo=IPE&CodigoInstituicao=1
AXIA6;17/07/2026;20:43;Emissão 11ª debêntures da AXIA Energia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1546075&descTipo=IPE&CodigoInstituicao=1
AXIA6;15/07/2026;20:19;Comunicado de Bookbuilding - 10ª Emissão de Debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1545297&descTipo=IPE&CodigoInstituicao=1
AXIA6;15/07/2026;18:07;Conclusão da alienação de participações minoritárias para a GEBBRAS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1545211&descTipo=IPE&CodigoInstituicao=1
AXIA6;03/07/2026;21:24;Comunicado ao Mercado - Leilão de Transmissão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1541871&descTipo=IPE&CodigoInstituicao=1
AXIA6;03/07/2026;21:24;Comunicado ao Mercado - Liquidação 9ª emissão de debêntures da AXIA Energia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1541872&descTipo=IPE&CodigoInstituicao=1
