;Acao;Data;Hora;Descrição;Link
0;DOTZ3;10/05/2023;19:17;Encerramento Programa de Recompra de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1100187&descTipo=IPE&CodigoInstituicao=1
1;DOTZ3;28/04/2023;18:34;Nova Estrutura Societária;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1093518&descTipo=IPE&CodigoInstituicao=1
2;DOTZ3;20/04/2023;18:13;Grupamento da totalidade das ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1088281&descTipo=IPE&CodigoInstituicao=1
3;DOTZ3;30/03/2023;21:54;Entrevista com Presidente e Cofundador da Dotz;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1080574&descTipo=IPE&CodigoInstituicao=1
4;DOTZ3;08/11/2022;20:22;Alteração da data de Divulgação 3T22;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1029897&descTipo=IPE&CodigoInstituicao=1
5;DOTZ3;21/10/2022;09:09;Nova Marca;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1023575&descTipo=IPE&CodigoInstituicao=1
6;DOTZ3;17/08/2022;09:10;Participação de Executivo em Live;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1008823&descTipo=IPE&CodigoInstituicao=1
7;DOTZ3;01/08/2022;19:21;Incorporação de ações de emissão da Noverde Tecnologia e Pagamentos S.A.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1002288&descTipo=IPE&CodigoInstituicao=1
8;DOTZ3;26/07/2022;17:58;Entrevistas com Presidente e Cofundador da Dotz;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1000348&descTipo=IPE&CodigoInstituicao=1
9;DOTZ3;25/07/2022;08:25;Prévia métricas operacionais 2T22;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=999919&descTipo=IPE&CodigoInstituicao=1
10;DOTZ3;09/06/2022;08:23;Participação de Executivo em Live;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=989148&descTipo=IPE&CodigoInstituicao=1
11;DOTZ3;26/05/2022;11:16;Participação de Executivo em Live;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=985084&descTipo=IPE&CodigoInstituicao=1
12;DOTZ3;27/04/2022;08:02;Prévias métricas operacionais 1T22;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=971062&descTipo=IPE&CodigoInstituicao=1
13;DOTZ3;20/04/2022;18:33;Entrevista com Presidente e Cofundador da Dotz;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=968943&descTipo=IPE&CodigoInstituicao=1
