;Acao;Data;Hora;Descrição;Link
0;SOND3;18/12/2025;18:24;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1459108&descTipo=IPE&CodigoInstituicao=1
1;SOND3;18/12/2025;18:13;Dividendos intermediários;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1459105&descTipo=IPE&CodigoInstituicao=1
2;SOND3;04/07/2025;18:49;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1398087&descTipo=IPE&CodigoInstituicao=1
3;SOND3;18/10/2024;09:44;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1292652&descTipo=IPE&CodigoInstituicao=1
4;SOND3;03/05/2023;12:56;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1095922&descTipo=IPE&CodigoInstituicao=1
5;SOND3;28/04/2023;17:04;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1092900&descTipo=IPE&CodigoInstituicao=1
6;SOND3;05/05/2022;11:28;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=977129&descTipo=IPE&CodigoInstituicao=1
7;SOND3;29/04/2022;18:09;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=974051&descTipo=IPE&CodigoInstituicao=1
8;SOND3;04/04/2022;12:36;Alteração dos canais de divulgação, em consonância com a nova redação do artigo 289 da Lei nº 6.404/1976;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=963361&descTipo=IPE&CodigoInstituicao=1
9;SOND3;03/06/2020;08:29;Negociação de direitos sobre Precatório nº 5002421- 45.2020.4.02.9388;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=766208&descTipo=IPE&CodigoInstituicao=1
10;SOND3;02/06/2020;07:31;Negociação de direitos sobre Precatório nº 5002421- 45.2020.4.02.9388;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=765901&descTipo=IPE&CodigoInstituicao=1
11;SOND3;23/10/2019;09:27;Falecimento do Presidente do Conselho de Administração, Diretor-Presidente e acionista majoritário, Dr. Jaime Rotstein;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=717095&descTipo=IPE&CodigoInstituicao=1
12;SOND3;31/07/2018;18:29;Pagamento acordo judicial.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=634709&descTipo=IPE&CodigoInstituicao=1
13;SOND3;18/05/2017;17:16;Reapresentação de cifras comparativas.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=565371&descTipo=IPE&CodigoInstituicao=1
14;SOND3;11/06/2013;17:11;Aquisição de Ações de Emissão da Própria Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=384586&descTipo=IPE&CodigoInstituicao=1
15;SOND3;18/12/2012;17:37;Comunicação de acordo judicial para recebimento de créditos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=361431&descTipo=IPE&CodigoInstituicao=1
16;SOND3;15/07/2008;15:27;Informação sobre auditores externos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=170443&descTipo=IPE&CodigoInstituicao=1
