Acao;Data;Hora;Descrição;Link
BBAS3;28/07/2026;08:48;Período de Silêncio 2T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1548646&descTipo=IPE&CodigoInstituicao=1
BBAS3;22/07/2026;18:25;Medida Provisória 1376;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1547127&descTipo=IPE&CodigoInstituicao=1
BBAS3;26/06/2026;18:54;Repactuação do Cronograma do IHCD;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1539070&descTipo=IPE&CodigoInstituicao=1
BBAS3;28/05/2026;17:41;Comunicado ao Mercado - Relatório Anual 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1528046&descTipo=IPE&CodigoInstituicao=1
BBAS3;20/05/2026;18:50;JCP Antecipação 2T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1525224&descTipo=IPE&CodigoInstituicao=1
BBAS3;13/05/2026;18:43;Remuneração Complementar aos Acionistas 1T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1521597&descTipo=IPE&CodigoInstituicao=1
BBAS3;13/05/2026;18:43;Projeções 1T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1521599&descTipo=IPE&CodigoInstituicao=1
BBAS3;12/05/2026;21:27;Eleição de Administrador;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1520990&descTipo=IPE&CodigoInstituicao=1
BBAS3;28/04/2026;08:56;Eleição de Administradores;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1509553&descTipo=IPE&CodigoInstituicao=1
BBAS3;27/04/2026;18:16;Período de Silêncio ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1509252&descTipo=IPE&CodigoInstituicao=1
BBAS3;23/04/2026;18:01;Emissão Nature Bond;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1507916&descTipo=IPE&CodigoInstituicao=1
BBAS3;27/03/2026;19:46;Movimentações Diretoria Executiva;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1497414&descTipo=IPE&CodigoInstituicao=1
BBAS3;02/03/2026;18:26;Atualização até a data do pagamento do JCP 4T25 ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1484067&descTipo=IPE&CodigoInstituicao=1
BBAS3;25/02/2026;19:38; Solicitação de repactuação IHCD;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1482121&descTipo=IPE&CodigoInstituicao=1
BBAS3;23/02/2026;08:58;Atualização até a data base do JCP 4T25 ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1480337&descTipo=IPE&CodigoInstituicao=1
BBAS3;19/02/2026;18:21; Remuneração aos Acionistas JCP Antecipação 1T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1479548&descTipo=IPE&CodigoInstituicao=1
BBAS3;11/02/2026;18:24;Remuneração Complementar aos Acionistas 4T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1476520&descTipo=IPE&CodigoInstituicao=1
BBAS3;11/02/2026;18:24;Projeções 2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1476522&descTipo=IPE&CodigoInstituicao=1
BBAS3;26/01/2026;08:26;Data da Divulgação do Resultado do 4T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1469775&descTipo=IPE&CodigoInstituicao=1
BBAS3;19/01/2026;19:51;Fato Relevante Payout 2026 e Datas de Pagamento;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1468338&descTipo=IPE&CodigoInstituicao=1
BBAS3;05/12/2025;18:11;Autorização concedida pela B3;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1453498&descTipo=IPE&CodigoInstituicao=1
BBAS3;19/11/2025;08:45;Remuneração aos Acionistas - 4T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1447183&descTipo=IPE&CodigoInstituicao=1
BBAS3;12/11/2025;18:32;JCP 3T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1444116&descTipo=IPE&CodigoInstituicao=1
BBAS3;12/11/2025;18:32;Projeções 2025 - revisadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1444117&descTipo=IPE&CodigoInstituicao=1
BBAS3;05/11/2025;18:58;Eleição de Administradores;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1440428&descTipo=IPE&CodigoInstituicao=1
BBAS3;31/10/2025;18:14;Renúncia e Indicações de Administradores;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1438283&descTipo=IPE&CodigoInstituicao=1
BBAS3;27/10/2025;08:27;Período de Silêncio - 3T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1435767&descTipo=IPE&CodigoInstituicao=1
