Acao;Data;Hora;Descrição;Link
GEPA3;13/07/2026;18:05;Distribuição de Dividendos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1544408&descTipo=IPE&CodigoInstituicao=1
GEPA3;08/07/2026;18:33;Distribuição de Dividendos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1543209&descTipo=IPE&CodigoInstituicao=1
GEPA3;16/06/2026;08:28;Celebração do Contrato de Empréstimo;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1534894&descTipo=IPE&CodigoInstituicao=1
GEPA3;19/05/2026;18:05;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1524612&descTipo=IPE&CodigoInstituicao=1
GEPA3;19/05/2026;18:05;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1524613&descTipo=IPE&CodigoInstituicao=1
GEPA3;30/04/2026;15:01;Distribuição de Dividendos ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1512559&descTipo=IPE&CodigoInstituicao=1
GEPA3;29/12/2025;13:16;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1461770&descTipo=IPE&CodigoInstituicao=1
GEPA3;29/12/2025;11:59;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1461750&descTipo=IPE&CodigoInstituicao=1
GEPA3;09/12/2025;16:58;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1454638&descTipo=IPE&CodigoInstituicao=1
GEPA3;02/12/2025;16:51;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1451829&descTipo=IPE&CodigoInstituicao=1
GEPA3;01/08/2025;11:35;Leilão GSF_UHEs Chavantes e Capivara;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1406509&descTipo=IPE&CodigoInstituicao=1
GEPA3;15/05/2025;18:21;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1379056&descTipo=IPE&CodigoInstituicao=1
GEPA3;30/04/2025;17:44;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1369222&descTipo=IPE&CodigoInstituicao=1
GEPA3;16/12/2024;16:52;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1315993&descTipo=IPE&CodigoInstituicao=1
GEPA3;07/10/2024;10:06;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1288993&descTipo=IPE&CodigoInstituicao=1
GEPA3;02/10/2024;11:29;Pagamento de Dividendos aprovado na Assembleia Geral Extraordinária ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1287447&descTipo=IPE&CodigoInstituicao=1
GEPA3;21/08/2024;18:18;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1274485&descTipo=IPE&CodigoInstituicao=1
GEPA3;19/07/2024;18:18;PUBLICAÇÃO DA CLASSIFICAÇÃO DE RISCO DA 10ª EMISSÃO DE DEBÊNTURES (RATING);https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1261260&descTipo=IPE&CodigoInstituicao=1
GEPA3;19/07/2024;09:08;Proposta de captação de recursos, pela Companhia, por meio de sua 10ª (décima) emissão de debêntures simples.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1261067&descTipo=IPE&CodigoInstituicao=1
GEPA3;18/07/2024;19:45;Proposta de captação de recursos, pela Companhia, por meio de sua 10ª (décima) emissão de debêntures simples.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1260937&descTipo=IPE&CodigoInstituicao=1
GEPA3;18/07/2024;19:12;O Fato Relevante será publicado na versão Online do O Estadão dia 19/07/2024.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1260913&descTipo=IPE&CodigoInstituicao=1
GEPA3;18/07/2024;19:01;Oferta publica de distribuição de Debêntures Simples;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1260907&descTipo=IPE&CodigoInstituicao=1
GEPA3;21/06/2024;18:34;Pagamento de Dividendos aprovado na Assembleia Geral Ordinária;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1252559&descTipo=IPE&CodigoInstituicao=1
GEPA3;30/04/2024;17:20;Pagamento de Dividendos aprovado na Assembleia Geral Ordinária ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1229694&descTipo=IPE&CodigoInstituicao=1
GEPA3;20/03/2024;20:08;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1210095&descTipo=IPE&CodigoInstituicao=1
GEPA3;01/12/2023;18:13;Rio Paranapanema Energia S.A. incorpora Rio Sapucaí Mirim Energia LTDA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1168371&descTipo=IPE&CodigoInstituicao=1
GEPA3;22/08/2023;21:56;Incorporação Sapucaí Mirim;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1136429&descTipo=IPE&CodigoInstituicao=1
GEPA3;22/08/2023;21:45;Incorporação Sapucaí Mirim;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1136425&descTipo=IPE&CodigoInstituicao=1
GEPA3;22/08/2023;21:34;Incorporação Sapucaí Mirim;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1136417&descTipo=IPE&CodigoInstituicao=1
GEPA3;28/06/2023;19:11;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1117526&descTipo=IPE&CodigoInstituicao=1
GEPA3;28/06/2023;18:49;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1117501&descTipo=IPE&CodigoInstituicao=1
GEPA3;13/06/2023;09:24;Data de pagamento: Dividendos.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1112808&descTipo=IPE&CodigoInstituicao=1
GEPA3;28/04/2023;15:14;Pagamento de Dividendos - AGOE 280423;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1092619&descTipo=IPE&CodigoInstituicao=1
GEPA3;30/03/2023;07:14;Renúncia José Renato ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1080014&descTipo=IPE&CodigoInstituicao=1
GEPA3;07/12/2022;18:06;Pagamento Dividendos AGE 071222;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1039049&descTipo=IPE&CodigoInstituicao=1
GEPA3;26/10/2022;19:42;Eleição Sr. Liyi Zhang - Presidente do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1024796&descTipo=IPE&CodigoInstituicao=1
GEPA3;19/10/2022;19:34;Renúncia Presidente do Conselho de Administração - Mr. Zhao.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1023149&descTipo=IPE&CodigoInstituicao=1
GEPA3;19/07/2022;18:57;Renúncia Diretor Presidente e de Relações com Investidores.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=998993&descTipo=IPE&CodigoInstituicao=1
GEPA3;08/06/2022;18:49;TRANSAÇÕES ENTRE PARTES RELACIOANDAS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=989052&descTipo=IPE&CodigoInstituicao=1
GEPA3;28/03/2022;19:05;Alteração Jornal - Publicações Legais;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=959460&descTipo=IPE&CodigoInstituicao=1
GEPA3;16/03/2022;05:52;Renúncia Membro Conselho de Administração - Yujun Liu;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=954472&descTipo=IPE&CodigoInstituicao=1
GEPA3;15/12/2021;18:23;Aquisição de Participação Relevante;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=926232&descTipo=IPE&CodigoInstituicao=1
GEPA3;11/06/2021;08:34;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=875783&descTipo=IPE&CodigoInstituicao=1
GEPA3;30/03/2021;18:54;Indicação Candidato do Conselho Fiscal;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=848140&descTipo=IPE&CodigoInstituicao=1
GEPA3;16/03/2021;19:25;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=843074&descTipo=IPE&CodigoInstituicao=1
GEPA3;04/01/2021;08:26;Celebração de acordo visando a compensação aos titulares das usinas hidrelétricas participantes do Mecanismo de Realocação de Energia - MRE;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=819963&descTipo=IPE&CodigoInstituicao=1
GEPA3;23/12/2020;18:37;9º Emissão de Debentures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=818975&descTipo=IPE&CodigoInstituicao=1
GEPA3;08/04/2020;18:26;Postergação da AGO 30.04.2020;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=752928&descTipo=IPE&CodigoInstituicao=1
GEPA3;19/03/2020;18:30;Esclarecimentos Acerca do COVID-19;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=746810&descTipo=IPE&CodigoInstituicao=1
GEPA3;22/11/2019;18:59;Renúncia e eleição do presidente do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=722734&descTipo=IPE&CodigoInstituicao=1
GEPA3;18/09/2019;18:42;Futura Alteração da Presidência;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=711576&descTipo=IPE&CodigoInstituicao=1
GEPA3;11/01/2019;09:51;Reogarnização Societária;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=660386&descTipo=IPE&CodigoInstituicao=1
GEPA3;30/05/2018;18:07;Alteração de Diretoria;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=626316&descTipo=IPE&CodigoInstituicao=1
GEPA3;04/05/2018;19:07;Alteração da Diretoria;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=619945&descTipo=IPE&CodigoInstituicao=1
GEPA3;23/02/2018;09:42;Incidente na UHE Taquaruçu.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=597803&descTipo=IPE&CodigoInstituicao=1
GEPA3;19/01/2018;18:01;Captação de Recursos 8ª Emissão de Debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=594146&descTipo=IPE&CodigoInstituicao=1
GEPA3;09/08/2017;17:48;(a) Alteração do endereço da sede social da Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=574713&descTipo=IPE&CodigoInstituicao=1
GEPA3;31/07/2017;09:20;Encerramento da OPA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=573093&descTipo=IPE&CodigoInstituicao=1
GEPA3;14/06/2017;08:59;EDITAL DE CANCELAMENTO DE ASSEMBLEIA GERAL EXTRAORDINÁRIA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=568379&descTipo=IPE&CodigoInstituicao=1
GEPA3;12/06/2017;18:00;Edital da OPA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=568149&descTipo=IPE&CodigoInstituicao=1
GEPA3;02/06/2017;15:45;Captação de recursos pela Companhia - 7ª Emissão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=566598&descTipo=IPE&CodigoInstituicao=1
GEPA3;02/06/2017;11:58;Captação de recursos pela Companhia - 7ª Emissão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=566550&descTipo=IPE&CodigoInstituicao=1
GEPA3;02/06/2017;09:46;Captação de recursos pela Companhia - 7ª Emissão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=566527&descTipo=IPE&CodigoInstituicao=1
GEPA3;16/02/2017;09:36;"(i) Renúncia - Angela Seixas e Jairo Campos; (ii) Eleição Diretoria - Carlos Alberto Rodrigues de Carvalho; (iii) Renúncia Cargo do Conselho Efetivo de Administração - Carlos Alberto Rodrigues de Carvalho";https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=548592&descTipo=IPE&CodigoInstituicao=1
GEPA3;02/01/2017;09:28;Aquisição 1/3 do Total das Ações - CLAI Fund;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=543360&descTipo=IPE&CodigoInstituicao=1
GEPA3;29/12/2016;18:07;Fechamento da Transação de Compra e Venda Duke_CTG;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=543264&descTipo=IPE&CodigoInstituicao=1
GEPA3;14/12/2016;19:39;Alienação Duke Energy - Aprovação ANEEL.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=542038&descTipo=IPE&CodigoInstituicao=1
GEPA3;10/11/2016;08:33;Alienação Duke Energy - Aprovação CADE.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=537310&descTipo=IPE&CodigoInstituicao=1
GEPA3;10/10/2016;07:59;Alienação da totalidade do capital da Duke Energy International Brazil Holdings S.à.r.l.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=533534&descTipo=IPE&CodigoInstituicao=1
GEPA3;29/06/2016;09:46;Captação de Recursos pela Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=521977&descTipo=IPE&CodigoInstituicao=1
GEPA3;27/06/2016;18:19;Captação de Recursos pela Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=521803&descTipo=IPE&CodigoInstituicao=1
GEPA3;04/02/2016;08:17;Esclarecimento Noticia site SparkSpread;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=499806&descTipo=IPE&CodigoInstituicao=1
GEPA3;06/07/2015;18:28;Liminar da Associação Brasileira dos Produtores Independentes de Energia Elétrica (APINE);https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=476587&descTipo=IPE&CodigoInstituicao=1
GEPA3;18/05/2015;18:01;Aumento da Garantia Física;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=471975&descTipo=IPE&CodigoInstituicao=1
GEPA3;11/03/2015;17:34;Renuncia Diretor Executivo - Cesar Teodoro;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=459221&descTipo=IPE&CodigoInstituicao=1
GEPA3;11/03/2015;09:05;Renuncia Diretor Executivo - Cesar Teodoro;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=459143&descTipo=IPE&CodigoInstituicao=1
GEPA3;03/11/2014;18:10;Redução de capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=444169&descTipo=IPE&CodigoInstituicao=1
GEPA3;07/10/2014;18:29;Pedido de Anuência Prévia para transparência para a Companhia do controle societário direto da DEB.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=441531&descTipo=IPE&CodigoInstituicao=1
GEPA3;29/08/2014;09:59;Redução do Capital Social.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=437467&descTipo=IPE&CodigoInstituicao=1
GEPA3;22/07/2014;08:13;Resgate Antecipado Facultativo Total das Debêntures 2ª Emissão da Companhia.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=433046&descTipo=IPE&CodigoInstituicao=1
GEPA3;13/05/2014;18:22;Pagamento de Dividendos e retificação do valor por ação sem alteração do valor total.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=426010&descTipo=IPE&CodigoInstituicao=1
GEPA3;28/04/2014;18:38;"(i) Alteração do Jornal para a veiculação das publicações previstas na Lei n° 6.404/1976 e na Instrução CVM n° 480/2009; (ii) Divulgação de Ato ou Fato Relevante nos termos da Instrução CVM nº 547.";https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=421659&descTipo=IPE&CodigoInstituicao=1
GEPA3;28/03/2014;08:35;Proposta de Captação de Recursos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=416275&descTipo=IPE&CodigoInstituicao=1
GEPA3;19/12/2013;07:44;Redução do Capital Social;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=405363&descTipo=IPE&CodigoInstituicao=1
GEPA3;28/11/2013;09:59;Contrato Desenvolvimento Projetos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=402335&descTipo=IPE&CodigoInstituicao=1
GEPA3;30/08/2013;09:04;Resgate Antecipado Obrigatório das Debêntures da Segunda Série da 1ª Emissão da Companhia.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=392129&descTipo=IPE&CodigoInstituicao=1
GEPA3;20/05/2013;18:09;Proposta de Captação de Recursos.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=382205&descTipo=IPE&CodigoInstituicao=1
GEPA3;25/03/2013;11:03;Lançamento Nova Identidade Visual;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=371253&descTipo=IPE&CodigoInstituicao=1
GEPA3;23/07/2012;17:44;Redução de capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=345310&descTipo=IPE&CodigoInstituicao=1
GEPA3;19/07/2012;10:50;Renuncia Ana Amélia - Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=345064&descTipo=IPE&CodigoInstituicao=1
GEPA3;21/05/2012;18:05;Redução do capital social da Companhia.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=338443&descTipo=IPE&CodigoInstituicao=1
