Acao;Data;Hora;Descrição;Link
BMGB4;26/06/2026;18:10;Conclusão da cessão sem retenção de riscos e benefícios Cartões INSS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1538963&descTipo=IPE&CodigoInstituicao=1
BMGB4;18/06/2026;18:02;Rerratificação FIDC INSS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1536198&descTipo=IPE&CodigoInstituicao=1
BMGB4;29/05/2026;08:43;Cessão sem retentação de riscos e benefícios Cartões INSS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1528297&descTipo=IPE&CodigoInstituicao=1
BMGB4;06/05/2026;18:25;Case de Turnaround 1T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1516993&descTipo=IPE&CodigoInstituicao=1
BMGB4;05/05/2026;18:46;1Q26 Video Conference;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1516263&descTipo=IPE&CodigoInstituicao=1
BMGB4;05/05/2026;18:46;1Q26 Video Conference;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1516264&descTipo=IPE&CodigoInstituicao=1
BMGB4;05/05/2026;18:46;1T26 Institutional Presentation;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1516273&descTipo=IPE&CodigoInstituicao=1
BMGB4;28/04/2026;18:06;Pagamento JCP 1T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1509999&descTipo=IPE&CodigoInstituicao=1
BMGB4;27/04/2026;18:16;Homologação do Aumento de Capital Social pelo Banco Central do Brasil;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1509239&descTipo=IPE&CodigoInstituicao=1
BMGB4;30/03/2026;18:10;Atualização de rating pela Moody?s Global;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1498048&descTipo=IPE&CodigoInstituicao=1
BMGB4;24/03/2026;09:05;Indicação membro do Conselheiro Fiscal de Preferencialista;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1494157&descTipo=IPE&CodigoInstituicao=1
BMGB4;24/03/2026;08:54;Boletim de voto a distância para titulares de ações ordinárias - AGO;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1494153&descTipo=IPE&CodigoInstituicao=1
BMGB4;19/03/2026;18:21;Homologação do Aumento de Capital Social Mediante Subscrição Particular de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1492710&descTipo=IPE&CodigoInstituicao=1
BMGB4;13/03/2026;18:04;8ª Emissão de Letras Financeiras;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1490312&descTipo=IPE&CodigoInstituicao=1
BMGB4;05/03/2026;18:18;Período para Subscrição de Sobras e Sobras Adicionais;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1486070&descTipo=IPE&CodigoInstituicao=1
BMGB4;26/02/2026;18:11;4Q25 Institutional Presentation;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1482564&descTipo=IPE&CodigoInstituicao=1
BMGB4;26/02/2026;18:00;4Q25 Video Conference;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1482505&descTipo=IPE&CodigoInstituicao=1
BMGB4;26/02/2026;18:00;4Q25 Video Conference;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1482511&descTipo=IPE&CodigoInstituicao=1
BMGB4;21/01/2026;19:42;Aumento de Capital Social Mediante Subscrição Particular de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1469068&descTipo=IPE&CodigoInstituicao=1
BMGB4;08/01/2026;08:40;Boletim de voto a distância para titulares de ações ordinárias - AGE;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1464964&descTipo=IPE&CodigoInstituicao=1
BMGB4;11/12/2025;18:17;JCP Complementar;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1456225&descTipo=IPE&CodigoInstituicao=1
BMGB4;02/12/2025;18:08;Conclusão da 7ª Emissão Pública de Letras Financeiras;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1451900&descTipo=IPE&CodigoInstituicao=1
BMGB4;27/11/2025;18:25;Pagamento JCP 4T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1450589&descTipo=IPE&CodigoInstituicao=1
BMGB4;13/11/2025;18:11;3Q25 Institutional Presentation;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1444755&descTipo=IPE&CodigoInstituicao=1
BMGB4;13/11/2025;18:00;3Q25 Video Conference;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1444746&descTipo=IPE&CodigoInstituicao=1
BMGB4;13/11/2025;18:00;Apresentação Videoconferência 3T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1444747&descTipo=IPE&CodigoInstituicao=1
BMGB4;04/11/2025;18:24;Pagamento JCP 3T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1439446&descTipo=IPE&CodigoInstituicao=1
BMGB4;03/11/2025;18:23;Homologação do Aumento de Capital Social pelo Banco Central do Brasil;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1438807&descTipo=IPE&CodigoInstituicao=1
BMGB4;31/10/2025;09:59;INSS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1437953&descTipo=IPE&CodigoInstituicao=1
BMGB4;24/10/2025;18:19;Participação de executivo em podcast do Tiago Reis (Entre Reis e CEOs);https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1435632&descTipo=IPE&CodigoInstituicao=1
BMGB4;13/10/2025;09:08;7ª Emissão Pública de Letras Financeiras;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1432131&descTipo=IPE&CodigoInstituicao=1
BMGB4;07/10/2025;18:01;Alteração Perspectiva Rating Moodys Local;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1430391&descTipo=IPE&CodigoInstituicao=1
BMGB4;17/09/2025;18:03;AGF Day;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1424416&descTipo=IPE&CodigoInstituicao=1
BMGB4;11/09/2025;18:30;Homologação do Aumento de Capital Social Mediante Subscrição Particular de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1422862&descTipo=IPE&CodigoInstituicao=1
BMGB4;29/08/2025;18:39;Conclusão da Compra de Participação da Bmg Seguradora;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1418545&descTipo=IPE&CodigoInstituicao=1
BMGB4;27/08/2025;18:37;Período para Subscrição de Sobras e Sobras Adicionais;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1417590&descTipo=IPE&CodigoInstituicao=1
BMGB4;15/08/2025;18:15;Apresentação Videoconferência 2T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1414276&descTipo=IPE&CodigoInstituicao=1
BMGB4;15/08/2025;18:03;2Q25 Institutional Presentation;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1414271&descTipo=IPE&CodigoInstituicao=1
BMGB4;14/08/2025;18:13;2Q25 Video Conference;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1413562&descTipo=IPE&CodigoInstituicao=1
BMGB4;14/08/2025;18:13;Apresentação Videoconferência 2T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1413563&descTipo=IPE&CodigoInstituicao=1
BMGB4;14/08/2025;18:13;2Q25 Institutional Presentation;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1413574&descTipo=IPE&CodigoInstituicao=1
BMGB4;08/08/2025;18:07;Elevação da perspectiva de rating nacional pela Fitch Ratings;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1410730&descTipo=IPE&CodigoInstituicao=1
BMGB4;17/07/2025;09:52;Publicação do Relatório Anual de Sustentabilidade 2024;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1401594&descTipo=IPE&CodigoInstituicao=1
BMGB4;15/07/2025;20:37;Pagamento JCP 2T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1401107&descTipo=IPE&CodigoInstituicao=1
BMGB4;26/06/2025;18:19;Aquisição de Ações de Emissão da Própria Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1394496&descTipo=IPE&CodigoInstituicao=1
