Acao;Data;Hora;Descrição;Link
RECV3;20/07/2026;17:28;Período de Silêncio 2T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1546333&descTipo=IPE&CodigoInstituicao=1
RECV3;08/07/2026;10:07;Dados Operacionais de Junho;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1542760&descTipo=IPE&CodigoInstituicao=1
RECV3;17/06/2026;09:35;Relatório de Sustentabilidade 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1535413&descTipo=IPE&CodigoInstituicao=1
RECV3;08/06/2026;17:41;Dados Operacionais - Maio/2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1531875&descTipo=IPE&CodigoInstituicao=1
RECV3;21/05/2026;17:34;Nova atualização do valor pago por ação dos Juros sobre Capital Próprio anunciado em 7 de maio de 2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1525583&descTipo=IPE&CodigoInstituicao=1
RECV3;18/05/2026;17:22;Atualização do valor pago por ação dos Juros sobre Capital Próprio anunciado em 7 de maio de 2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1523680&descTipo=IPE&CodigoInstituicao=1
RECV3;08/05/2026;19:33;Dados Operacionais - Abril/2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1519275&descTipo=IPE&CodigoInstituicao=1
RECV3;07/05/2026;18:38;Aditivos aos Contratos de Venda de Petróleo com a Brava Energia ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1518182&descTipo=IPE&CodigoInstituicao=1
RECV3;07/05/2026;18:38;Distribuição de Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1518186&descTipo=IPE&CodigoInstituicao=1
RECV3;05/05/2026;10:09;4º Programa de Recompra de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1515689&descTipo=IPE&CodigoInstituicao=1
RECV3;14/04/2026;18:14;Período de Silêncio 1T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1504802&descTipo=IPE&CodigoInstituicao=1
RECV3;08/04/2026;18:41;Dados Operacionais - Março/2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1502680&descTipo=IPE&CodigoInstituicao=1
RECV3;18/03/2026;18:42;Certificação de Reservas 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1492120&descTipo=IPE&CodigoInstituicao=1
RECV3;09/03/2026;17:49;Comunicado de Produção - Fev/26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1487372&descTipo=IPE&CodigoInstituicao=1
RECV3;03/03/2026;09:39;Período de Silêncio 4T25 & 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1484404&descTipo=IPE&CodigoInstituicao=1
RECV3;02/03/2026;20:16;Alterações na Composição do Conselho de Administração e Comitê de Pessoas e ESG;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1484294&descTipo=IPE&CodigoInstituicao=1
RECV3;20/02/2026;09:12;Reestruturação Organizacional da Diretoria Estatutária;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1479817&descTipo=IPE&CodigoInstituicao=1
RECV3;10/02/2026;18:34;Dados Operacionais - Janeiro/2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1475892&descTipo=IPE&CodigoInstituicao=1
RECV3;28/01/2026;18:54;Reestruturação Organizacional da Diretoria Estatutária;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1470787&descTipo=IPE&CodigoInstituicao=1
RECV3;12/01/2026;18:16;Contratação de Swaps para a 2ª Série da 4ª Emissão de Debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1466447&descTipo=IPE&CodigoInstituicao=1
RECV3;08/01/2026;18:34;Dados Operacionais - Dezembro/2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1465267&descTipo=IPE&CodigoInstituicao=1
RECV3;06/01/2026;18:25;Entrada no Índice Great Place to Work da B3;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1464307&descTipo=IPE&CodigoInstituicao=1
RECV3;29/12/2025;19:52;Anúncio de Liquidação da 4ª Emissão de Debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1462147&descTipo=IPE&CodigoInstituicao=1
RECV3;23/12/2025;19:13; Resultado do Procedimento de Bookbuilding da 4ª Emissão de Debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1461263&descTipo=IPE&CodigoInstituicao=1
RECV3;19/12/2025;18:36;Distribuição de Dividendos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1459677&descTipo=IPE&CodigoInstituicao=1
RECV3;18/12/2025;20:03;4ª Emissão de Debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1459234&descTipo=IPE&CodigoInstituicao=1
RECV3;18/12/2025;19:08;Distribuição de Dividendos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1459160&descTipo=IPE&CodigoInstituicao=1
