;Acao;Data;Hora;Descrição;Link
0;EZTC3;22/08/2025;18:54;Comunicado de Lançamento Blue Marine;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1416469&descTipo=IPE&CodigoInstituicao=1
1;EZTC3;22/08/2025;18:54;Comunicado de Lançamento POP Osasco;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1416471&descTipo=IPE&CodigoInstituicao=1
2;EZTC3;17/07/2025;19:13;Prévia Operacional 2T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1401854&descTipo=IPE&CodigoInstituicao=1
3;EZTC3;13/06/2025;18:17;Comunicado de Lançamento - Moved Osasco Residence;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1390617&descTipo=IPE&CodigoInstituicao=1
4;EZTC3;06/06/2025;17:59;Comunicado de Lançamento - Alt Studios by Eztec;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1387914&descTipo=IPE&CodigoInstituicao=1
5;EZTC3;15/05/2025;19:27;Comunicado de Lançamento Lume House;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1379213&descTipo=IPE&CodigoInstituicao=1
6;EZTC3;29/04/2025;19:12;Celebração, Alteração ou Rescisão de Acordo de Acionistas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1367728&descTipo=IPE&CodigoInstituicao=1
7;EZTC3;11/04/2025;18:09;Prévia Operacional 1T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1360842&descTipo=IPE&CodigoInstituicao=1
8;EZTC3;21/03/2025;18:32;Comunicado de Lançamento SP 360 ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1349992&descTipo=IPE&CodigoInstituicao=1
9;EZTC3;21/02/2025;18:15;Comunicado de Lançamento - Agami;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1338086&descTipo=IPE&CodigoInstituicao=1
10;EZTC3;17/01/2025;18:08;Prévia Operacional 4T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1325929&descTipo=IPE&CodigoInstituicao=1
11;EZTC3;20/12/2024;18:24;Exercício de Bônus de Subscrição e Assinatura de Acordo de Acionistas CAL;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1318111&descTipo=IPE&CodigoInstituicao=1
12;EZTC3;20/12/2024;18:13;Comunicado de Lançamento - Lindenberg Reserva Paraíso;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1318080&descTipo=IPE&CodigoInstituicao=1
13;EZTC3;20/12/2024;18:13;Comunicado de Lançamento - Connect João Dias;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1318088&descTipo=IPE&CodigoInstituicao=1
14;EZTC3;06/12/2024;19:07;Aprovação de Exercício de Bônus de Subscrição pelo CADE;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1312370&descTipo=IPE&CodigoInstituicao=1
15;EZTC3;14/10/2024;18:06;Prévia Operacional 3T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1291295&descTipo=IPE&CodigoInstituicao=1
16;EZTC3;11/10/2024;18:03;Prévia Operacional 3T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1290994&descTipo=IPE&CodigoInstituicao=1
17;EZTC3;04/10/2024;18:07;Comunicado de Lançamento - Dot.230 By Triptyque;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1288728&descTipo=IPE&CodigoInstituicao=1
18;EZTC3;03/10/2024;19:23;Solicitação para antecipação da janela de exercício do bônus de subscrição emitido no âmbito do aumento de capital da CAL;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1288259&descTipo=IPE&CodigoInstituicao=1
19;EZTC3;06/09/2024;18:12;Comunicado de Lançamento - Lindenberg Alto das Nações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1279716&descTipo=IPE&CodigoInstituicao=1
20;EZTC3;12/08/2024;20:54;Celebração, Alteração ou Rescisão de Acordo de Acionistas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1270740&descTipo=IPE&CodigoInstituicao=1
21;EZTC3;06/08/2024;20:59;Alteração de cargos entre diretores;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1267632&descTipo=IPE&CodigoInstituicao=1
22;EZTC3;12/07/2024;17:38;Prévia Operacional 2T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1259434&descTipo=IPE&CodigoInstituicao=1
23;EZTC3;07/06/2024;17:58;Comunicado de Lançamento- Brooklin Studios By Lindenberg;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1247680&descTipo=IPE&CodigoInstituicao=1
24;EZTC3;02/05/2024;19:18;Comunicado de Lançamento - Villares Parada Inglesa;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1231730&descTipo=IPE&CodigoInstituicao=1
25;EZTC3;16/04/2024;18:01;Prévia Operacional do 1T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1222330&descTipo=IPE&CodigoInstituicao=1
26;EZTC3;12/04/2024;17:24;Prévia Operacional do 1T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1221443&descTipo=IPE&CodigoInstituicao=1
