;Acao;Data;Hora;Descrição;Link
0;BAZA3;14/08/2025;00:04;Alteração da Divulgação de Resultados 2T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1413048&descTipo=IPE&CodigoInstituicao=1
1;BAZA3;21/07/2025;19:07;DIVULGAÇÃO DE RESULTADOS 2T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1402555&descTipo=IPE&CodigoInstituicao=1
2;BAZA3;13/06/2025;06:44;Alteração na Data de Divulgação de Resultados do 1T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1390305&descTipo=IPE&CodigoInstituicao=1
3;BAZA3;03/06/2025;23:37;Alteração da Divulgação de Resultados 1T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1386519&descTipo=IPE&CodigoInstituicao=1
4;BAZA3;23/05/2025;08:35;Programa de Desligamento  Incentivado (PDI);https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1382216&descTipo=IPE&CodigoInstituicao=1
5;BAZA3;22/05/2025;19:23;Eleição e Posse do Diretor Diego dos Santos Lima;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1382123&descTipo=IPE&CodigoInstituicao=1
6;BAZA3;14/05/2025;20:10;Alteração na data de divulgação de Resultados do 1T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1378341&descTipo=IPE&CodigoInstituicao=1
7;BAZA3;30/04/2025;23:58;Divulgação de Resultados do 1T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1370264&descTipo=IPE&CodigoInstituicao=1
8;BAZA3;29/04/2025;18:38;Fato Relevante - Eleição de Membros do CONSAD e Conselho Fiscal;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1367569&descTipo=IPE&CodigoInstituicao=1
9;BAZA3;25/03/2025;09:26;Alteração de Agenda de Divulgação de Resultados 4T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1350972&descTipo=IPE&CodigoInstituicao=1
10;BAZA3;07/03/2025;22:42;Divulgação e Teleconferência de Resultados do 4T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1344056&descTipo=IPE&CodigoInstituicao=1
11;BAZA3;11/02/2025;21:40;Eleição e Posse de Diretora;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1333719&descTipo=IPE&CodigoInstituicao=1
12;BAZA3;04/02/2025;09:27;Recondução de Membros da Diretoria Executiva;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1330027&descTipo=IPE&CodigoInstituicao=1
13;BAZA3;16/01/2025;19:25;Renúncia de Membro Titular do Conselho Fiscal;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1325714&descTipo=IPE&CodigoInstituicao=1
14;BAZA3;12/12/2024;18:38;Nomeação de Membro do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1315024&descTipo=IPE&CodigoInstituicao=1
15;BAZA3;04/11/2024;19:50;ACORDO DE COOPERAÇÃO COM A AFD;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1297933&descTipo=IPE&CodigoInstituicao=1
16;BAZA3;30/10/2024;20:23;ALTERAÇÃO DE CALENDÁRIO DE DIVULGAÇÃO;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1296266&descTipo=IPE&CodigoInstituicao=1
17;BAZA3;16/10/2024;18:08;Engajamento Sindicato;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1292059&descTipo=IPE&CodigoInstituicao=1
18;BAZA3;13/09/2024;19:58;Renúncia ao Cargo de Presidência do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1282208&descTipo=IPE&CodigoInstituicao=1
19;BAZA3;23/07/2024;18:11;Plano Safra 2024/2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1262032&descTipo=IPE&CodigoInstituicao=1
20;BAZA3;19/07/2024;19:24;Contratação UBS BB;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1261318&descTipo=IPE&CodigoInstituicao=1
21;BAZA3;15/07/2024;19:53;Divulgação de Resultados 2T24 e 1S24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1259955&descTipo=IPE&CodigoInstituicao=1
22;BAZA3;28/05/2024;08:11;Novo site de Relacionamento com Investidores;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1242959&descTipo=IPE&CodigoInstituicao=1
23;BAZA3;21/05/2024;17:30;Amazônia Day;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1240931&descTipo=IPE&CodigoInstituicao=1
24;BAZA3;17/05/2024;09:11;Seminário Porto Velho;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1239684&descTipo=IPE&CodigoInstituicao=1
25;BAZA3;10/05/2024;14:34;Divulgação de Resultados - 1T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1236413&descTipo=IPE&CodigoInstituicao=1
26;BAZA3;06/05/2024;18:10;Comunicado ao Mercado - Agência de Classificação Moody's;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1233178&descTipo=IPE&CodigoInstituicao=1
27;BAZA3;05/04/2024;19:29;Banco da Amazônia e AFD;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1218856&descTipo=IPE&CodigoInstituicao=1
28;BAZA3;26/03/2024;18:24;Aumento de Capital e realização de Split.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1212686&descTipo=IPE&CodigoInstituicao=1
