;Acao;Data;Hora;Descrição;Link
0;VIVT3;25/08/2025;18:35;Recálculo do montante por ação JSCP;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1416771&descTipo=IPE&CodigoInstituicao=1
1;VIVT3;25/07/2025;18:59;RECÁLCULO DO MONTANTE DE JUROS SOBRE CAPITAL PRÓPRIO;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1404290&descTipo=IPE&CodigoInstituicao=1
2;VIVT3;24/07/2025;18:15;Cancelamento de ações em tesouraria;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1403845&descTipo=IPE&CodigoInstituicao=1
3;VIVT3;10/07/2025;18:55;Aquisição Fibrasil;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1400015&descTipo=IPE&CodigoInstituicao=1
4;VIVT3;01/07/2025;20:26;Incorporação IoT pela Cloud;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1396629&descTipo=IPE&CodigoInstituicao=1
5;VIVT3;23/06/2025;18:38;Recálculo do montante por ação do JSCP 12.06.2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1393078&descTipo=IPE&CodigoInstituicao=1
6;VIVT3;22/05/2025;18:39;CONFIRMAÇÃO DO VALOR POR AÇÃO DE JUROS SOBRE CAPITAL PRÓPRIO DECLARADO EM 12 DE MAIO DE 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1382016&descTipo=IPE&CodigoInstituicao=1
7;VIVT3;19/05/2025;19:53;Resultado do Leilão | Grupamento e Desdobramento;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1380678&descTipo=IPE&CodigoInstituicao=1
8;VIVT3;16/05/2025;18:11;Realização do Leilão de Frações de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1379951&descTipo=IPE&CodigoInstituicao=1
9;VIVT3;11/04/2025;17:14;RECÁLCULO DO MONTANTE DE JUROS SOBRE CAPITAL PRÓPRIO DECLARADOS EM 1 DE ABRIL DE 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1360745&descTipo=IPE&CodigoInstituicao=1
