Acao;Data;Hora;Descrição;Link
PETR3;28/07/2026;19:04;Relatório de Produção e Vendas 2T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1548963&descTipo=IPE&CodigoInstituicao=1
PETR3;24/07/2026;18:16;Eleição do Diretor Executivo Interino de Transição Energética e Sustentabilidade ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1547951&descTipo=IPE&CodigoInstituicao=1
PETR3;22/07/2026;18:25;Petrobras recebe pagamento de nova parcela do Programa de Subvenção Econômica do diesel;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1547056&descTipo=IPE&CodigoInstituicao=1
PETR3;09/07/2026;18:23;Petrobras conclui aquisição de bloco exploratório em São Tomé e Príncipe;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1543516&descTipo=IPE&CodigoInstituicao=1
PETR3;07/07/2026;19:27;Petrobras informa sobre resultado do 2º trimestre de 2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1542688&descTipo=IPE&CodigoInstituicao=1
PETR3;06/07/2026;19:15;Petrobras recebe pagamento de novas parcelas do Programa de Subvenção Econômica do diesel;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1542194&descTipo=IPE&CodigoInstituicao=1
PETR3;30/06/2026;19:42;Petrobras recebe pagamento de nova parcela do Programa de Subvenção Econômica do diesel;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1540157&descTipo=IPE&CodigoInstituicao=1
PETR3;26/06/2026;20:33;Petrobras recebe pagamento da segunda parcela do Programa de Subvenção Econômica do diesel;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1539114&descTipo=IPE&CodigoInstituicao=1
PETR3;23/06/2026;19:46;Petrobras informa sobre resgate de títulos globais;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1537719&descTipo=IPE&CodigoInstituicao=1
PETR3;23/06/2026;13:32;Petrobras assina Memorando de Entendimento com a PEMEX;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1537478&descTipo=IPE&CodigoInstituicao=1
PETR3;19/06/2026;18:15;Petrobras aprova investimento em planta de BioQAV e diesel renovável na RPBC;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1536511&descTipo=IPE&CodigoInstituicao=1
PETR3;17/06/2026;20:13;Petrobras recebe pagamento da primeira parcela do Programa de subvenção econômica do diesel;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1535844&descTipo=IPE&CodigoInstituicao=1
PETR3;16/06/2026;09:12;Petrobras informa sobre atualização monetária da remuneração aos acionistas relativa ao Exercício Social de 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1534895&descTipo=IPE&CodigoInstituicao=1
PETR3;10/06/2026;09:06;Aquisição de Participação em Bloco Exploratório na Bacia de Campos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1532772&descTipo=IPE&CodigoInstituicao=1
PETR3;02/06/2026;09:39;Petrobras informa sobre adesão à nova subvenção econômica;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1529607&descTipo=IPE&CodigoInstituicao=1
PETR3;29/05/2026;13:07;Petrobras assina contratos para dois FPSOs do projeto Sergipe Águas Profundas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1528394&descTipo=IPE&CodigoInstituicao=1
PETR3;28/05/2026;09:15;Petrobras informa sobre resgate de títulos globais;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1527707&descTipo=IPE&CodigoInstituicao=1
PETR3;22/05/2026;09:31;Petrobras arquiva Formulário de Referência 2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1525853&descTipo=IPE&CodigoInstituicao=1
PETR3;20/05/2026;20:40;Petrobras informa sobre adesão à nova subvenção econômica;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1525282&descTipo=IPE&CodigoInstituicao=1
