;Acao;Data;Hora;Descrição;Link
0;CARD3;26/10/2022;10:09;Lançamento de novos sites para fortalecer posicionamento de mercado;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1024564&descTipo=IPE&CodigoInstituicao=1
1;CARD3;15/09/2022;09:06;Início de negociação com novo ticker e novo código ISIN;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1015738&descTipo=IPE&CodigoInstituicao=1
2;CARD3;08/09/2022;09:10;Alteração de ticker e nome de pregão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1013776&descTipo=IPE&CodigoInstituicao=1
3;CARD3;29/08/2022;11:45;Alteração da razão social para CSU Digital S.A.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1011467&descTipo=IPE&CodigoInstituicao=1
4;CARD3;15/06/2022;18:56;Renúncia e Eleição de Diretores Estatutários;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=991126&descTipo=IPE&CodigoInstituicao=1
5;CARD3;15/06/2022;18:56;CSU CardSystem se torna CSU Digital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=991127&descTipo=IPE&CodigoInstituicao=1
6;CARD3;18/04/2022;11:00;Agenda de divulgação do 1T22;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=967868&descTipo=IPE&CodigoInstituicao=1
7;CARD3;10/03/2022;16:57;Live com executivos ? BM&C News;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=952449&descTipo=IPE&CodigoInstituicao=1
8;CARD3;10/03/2022;12:55;Live com executivo - TC Rádio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=952333&descTipo=IPE&CodigoInstituicao=1
9;CARD3;17/02/2022;19:27;Gravação com executivos ? Levante Ideias de Investimentos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=945039&descTipo=IPE&CodigoInstituicao=1
10;CARD3;15/02/2022;11:21;Agenda de divulgação do 4T21;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=943861&descTipo=IPE&CodigoInstituicao=1
11;CARD3;04/02/2022;17:46;Gravação com executivo ? Exame Invest;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=939070&descTipo=IPE&CodigoInstituicao=1
12;CARD3;24/01/2022;14:17;Nova data da AGO 2022;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=935188&descTipo=IPE&CodigoInstituicao=1
13;CARD3;20/01/2022;17:09;Mudança de Auditor;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=934618&descTipo=IPE&CodigoInstituicao=1
14;CARD3;12/01/2022;17:12;Live com executivos ? Tech Thursday Safra;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=933016&descTipo=IPE&CodigoInstituicao=1
15;CARD3;23/11/2021;14:10;Live com executivos ? Eleven Financial Research;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=919602&descTipo=IPE&CodigoInstituicao=1
16;CARD3;11/11/2021;11:35;Live com executivos ? Itaú BBA Tech Friday;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=916043&descTipo=IPE&CodigoInstituicao=1
17;CARD3;10/11/2021;17:26;Live com executivos ? BM&C NEWS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=915399&descTipo=IPE&CodigoInstituicao=1
18;CARD3;19/10/2021;17:31;Agenda de divulgação do 3T21;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=908394&descTipo=IPE&CodigoInstituicao=1
19;CARD3;30/09/2021;17:45;Live com executivos ? BM&C NEWS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=904434&descTipo=IPE&CodigoInstituicao=1
20;CARD3;21/09/2021;20:32;Aprovação do Programa de Recompra de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=902557&descTipo=IPE&CodigoInstituicao=1
21;CARD3;06/09/2021;09:34;CSU ingressa nos índices SMLL, IFNC, IGCT e IBrA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=898858&descTipo=IPE&CodigoInstituicao=1
22;CARD3;02/09/2021;14:10;Live com executivos ? Dica de Hoje;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=898064&descTipo=IPE&CodigoInstituicao=1
23;CARD3;30/08/2021;10:05;Live com executivos ? InfoMoney;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=896979&descTipo=IPE&CodigoInstituicao=1
24;CARD3;24/08/2021;17:19;Live com executivos ? Investmind;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=895968&descTipo=IPE&CodigoInstituicao=1
25;CARD3;16/08/2021;17:33;Live com executivos ? Suno Research;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=893896&descTipo=IPE&CodigoInstituicao=1
26;CARD3;12/08/2021;09:25;Live com executivos ? Eleven Financial Research;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=892593&descTipo=IPE&CodigoInstituicao=1
27;CARD3;11/08/2021;15:27;Live com executivos ? BM&C NEWS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=892070&descTipo=IPE&CodigoInstituicao=1
28;CARD3;23/07/2021;06:44;Comentários dos analistas de research;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=885636&descTipo=IPE&CodigoInstituicao=1
29;CARD3;16/07/2021;14:39;Agenda de divulgação do 2T21;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=884425&descTipo=IPE&CodigoInstituicao=1
30;CARD3;29/06/2021;11:59;Live com executivo ? Blue C Technology;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=879681&descTipo=IPE&CodigoInstituicao=1
31;CARD3;22/06/2021;19:01;CSU lança a Blue C Technology, nova unidade de negócios focada em BaaS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=878039&descTipo=IPE&CodigoInstituicao=1
32;CARD3;16/06/2021;14:31;Live com executivo ? Fintech View;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=876645&descTipo=IPE&CodigoInstituicao=1
33;CARD3;04/06/2021;17:15;Gravação com executivo ? E-Investidor (Estadão);https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=873824&descTipo=IPE&CodigoInstituicao=1
34;CARD3;19/05/2021;09:06;Lançamento da Plataforma Híbrida de Processamento;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=869423&descTipo=IPE&CodigoInstituicao=1
35;CARD3;05/05/2021;18:30;Live com executivo ? BM&C News;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=863026&descTipo=IPE&CodigoInstituicao=1
36;CARD3;22/04/2021;17:16;Contratação da Technisys;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=856252&descTipo=IPE&CodigoInstituicao=1
37;CARD3;19/04/2021;17:24;Gravação com executivos ? 1 Bilhão Educação Financeira;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=855052&descTipo=IPE&CodigoInstituicao=1
38;CARD3;08/04/2021;09:53;Agenda de divulgação do 1T21;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=851745&descTipo=IPE&CodigoInstituicao=1
39;CARD3;31/03/2021;17:16;Alteração do Formado de Mercado;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=848968&descTipo=IPE&CodigoInstituicao=1
40;CARD3;30/03/2021;17:15;Compilado de Eventos com Executivos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=847987&descTipo=IPE&CodigoInstituicao=1
41;CARD3;29/03/2021;00:22;Investimento no Fitbank;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=847017&descTipo=IPE&CodigoInstituicao=1
42;CARD3;25/03/2021;17:21;Gravação com executivo ? Necton Investimentos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=845925&descTipo=IPE&CodigoInstituicao=1
43;CARD3;23/03/2021;17:52;Live com executivos ? Genial Investimentos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=845124&descTipo=IPE&CodigoInstituicao=1
