Acao;Data;Hora;Descrição;Link
AURA33;10/07/2026;09:14;Previa de Produção 2T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1543638&descTipo=IPE&CodigoInstituicao=1
AURA33;18/06/2026;18:46;Aprovação do Programa de Recompra de Ações e BDR;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1536290&descTipo=IPE&CodigoInstituicao=1
AURA33;01/06/2026;18:40;Esclarecimento sobre dividendos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1529421&descTipo=IPE&CodigoInstituicao=1
AURA33;19/05/2026;18:38;Aura divulga seu Relatório de Sustentabilidade 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1524747&descTipo=IPE&CodigoInstituicao=1
AURA33;07/05/2026;10:22;AURA DECLARA DIVIDENDOS DE US$ 0,78/AÇÃO ORDINÁRIA E US$ 0,26/BDR COM BASE NOS RESULTADOS DO 1T26, COM DIVIDEND YIELD DE 4,5%  UDM;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1517483&descTipo=IPE&CodigoInstituicao=1
AURA33;06/05/2026;20:15;Divulgação de resultados trimestrais;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1517268&descTipo=IPE&CodigoInstituicao=1
AURA33;06/05/2026;20:15;AURA DECLARA DIVIDENDOS DE US$ 0,78/AÇÃO ORDINÁRIA E US$ 0,26/BDR COM BASE NOS RESULTADOS DO 1T26, COM DIVIDEND YIELD DE 4,5%  UDM;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1517272&descTipo=IPE&CodigoInstituicao=1
AURA33;13/04/2026;20:25;AURA ANUNCIA APROVAÇÃO INTEGRAL DO CONSELHO DE ADMINISTRAÇÃO PARA O DESENVOLVIMENTO DO PROJETO ERA DORADA, REFORÇANDO SEU COMPROMISSO COM O DIÁLOGO, A TRANSPARÊNCIA E A MINERAÇÃO RESPONSÁVEL;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1504509&descTipo=IPE&CodigoInstituicao=1
AURA33;13/04/2026;20:25;AURA MINERALS ANUNCIA ATUALIZAÇÃO DO GUIDANCE DE CAPEX INCLUINDO A CONSTRUÇÃO DO PROJETO ERA DORADA;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1504515&descTipo=IPE&CodigoInstituicao=1
AURA33;10/04/2026;08:16;Aura Anuncia Resultados Preliminares de Produção do 1T 2026, outro recorde histórico e em linha com o Guidance da Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1503344&descTipo=IPE&CodigoInstituicao=1
AURA33;01/04/2026;12:42;AURA DIVULGA RESERVAS E RECURSOS MINERAIS ATUALIZADOS PARA O ANO DE 2025, DESTACANDO CRESCIMENTO SIGNIFICATIVO EM SEU PORTFÓLIO DE RECURSOS E RESERVAS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1499746&descTipo=IPE&CodigoInstituicao=1
