;Acao;Data;Hora;Descrição;Link
0;EMBR3;12/02/2025;09:46;Resultado de Oferta no Exterior de Recompra de Bonds;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1333816&descTipo=IPE&CodigoInstituicao=1
1;EMBR3;11/02/2025;16:10;Precificação de Oferta no Exterior de Recompra de Bonds;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1333500&descTipo=IPE&CodigoInstituicao=1
2;EMBR3;06/02/2025;21:52;Precificação da Oferta de Bonds no Exterior;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1331507&descTipo=IPE&CodigoInstituicao=1
3;EMBR3;06/02/2025;08:23;Embraer atinge novo recorde histórico com carteira de pedidos de US$26,3 bilhões no último trimestre de 2024;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1330986&descTipo=IPE&CodigoInstituicao=1
4;EMBR3;05/02/2025;11:29;Oferta no Exterior de Recompra de Bonds;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1330661&descTipo=IPE&CodigoInstituicao=1
5;EMBR3;05/02/2025;08:44;Embraer e Flexjet assinam acordo avaliado em até US$ 7 bilhões, representando maior pedido firme para ambas as empresas e reafirmando compromisso de longa data da Flexjet com jatos Phenom e Praetor;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1330560&descTipo=IPE&CodigoInstituicao=1
6;EMBR3;14/01/2025;14:25;Força Aérea Uruguaia compra cinco Embraer A-29 Super Tucano ao converter opções em pedidos firmes;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1324810&descTipo=IPE&CodigoInstituicao=1
7;EMBR3;07/01/2025;18:31;Embraer chega a 75 entregas no último trimestre de 2024, totalizando 206 novas aeronaves no ano;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1322733&descTipo=IPE&CodigoInstituicao=1
8;EMBR3;31/12/2024;09:14;Embraer vende quatro aeronaves A-29 Super Tucano  para um novo cliente na África ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1320776&descTipo=IPE&CodigoInstituicao=1
9;EMBR3;30/12/2024;09:35;Embraer anuncia pedido firme de seis A-29 Super Tucanos  para um cliente não revelado;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1320246&descTipo=IPE&CodigoInstituicao=1
10;EMBR3;27/12/2024;09:10;Embraer assina contrato para duas unidades do C-390 Millennium com cliente não revelado;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1319836&descTipo=IPE&CodigoInstituicao=1
11;EMBR3;17/12/2024;09:11;Luxair encomenda mais E195-E2s da Embraer;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1316333&descTipo=IPE&CodigoInstituicao=1
12;EMBR3;16/12/2024;16:30;Portugal adquire 12 aeronaves A-29N Super Tucano da Embraer;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1315983&descTipo=IPE&CodigoInstituicao=1
13;EMBR3;12/12/2024;18:38;Celebração de contratos de derivativos na modalidade ?equity swap?;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1315027&descTipo=IPE&CodigoInstituicao=1
14;EMBR3;08/11/2024;07:04;Modificação de Projeções Divulgadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1300649&descTipo=IPE&CodigoInstituicao=1
15;EMBR3;25/10/2024;08:12;República Tcheca encomenda duas aeronaves multimissão Embraer C-390 Millennium;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1294639&descTipo=IPE&CodigoInstituicao=1
16;EMBR3;23/10/2024;17:53;Participação do Vice-Presidente Executivo e Relações com Investidores na transmissão online (?live?) promovida pela Trígono Capital	;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1294008&descTipo=IPE&CodigoInstituicao=1
17;EMBR3;21/10/2024;18:24;Embraer registra aumento de 33% nas entregas em relação ao ano anterior e atinge recorde de US$ 22,7 bilhões na carteira de pedidos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1293236&descTipo=IPE&CodigoInstituicao=1
18;EMBR3;18/10/2024;18:10;Embraer registra aumento de 33% nas entregas em relação ao ano anterior e atinge recorde de US$ 22,7 bilhões na carteira de pedidos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1292837&descTipo=IPE&CodigoInstituicao=1
19;EMBR3;15/10/2024;21:47;Embraer investirá até US$ 70 milhões em novas instalações  de MRO para jatos comerciais no Aeroporto Perot Field Alliance, em Fort Worth, no Texas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1291742&descTipo=IPE&CodigoInstituicao=1
20;EMBR3;10/10/2024;18:35;E-Freighter da Embraer recebe certificação da Administração Federal de Aviação dos Estados Unidos (FAA);https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1290634&descTipo=IPE&CodigoInstituicao=1
21;EMBR3;24/09/2024;19:58;Embraer investirá em novas instalações para manutenção de jatos comerciais no Texas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1284908&descTipo=IPE&CodigoInstituicao=1
22;EMBR3;16/09/2024;09:01;Procedimentos de arbitragem;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1282387&descTipo=IPE&CodigoInstituicao=1
23;EMBR3;02/09/2024;11:43;Alteração do Banco Escriturador;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1277752&descTipo=IPE&CodigoInstituicao=1
