;Acao;Data;Hora;Descrição;Link
0;BEES4;29/06/2023;19:34;Novo Site de RI;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1117980&descTipo=IPE&CodigoInstituicao=1
1;BEES4;29/06/2023;18:19;Novo Site de RI;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1117909&descTipo=IPE&CodigoInstituicao=1
2;BEES4;28/06/2023;17:21;Pagamento de JCP Intermediários 1S2023;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1117407&descTipo=IPE&CodigoInstituicao=1
3;BEES4;23/06/2023;17:38;Transação com Parte Relacionada;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1116213&descTipo=IPE&CodigoInstituicao=1
4;BEES4;07/06/2023;16:05;Reafirmação do Rating - Fitch Ratings;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1110939&descTipo=IPE&CodigoInstituicao=1
5;BEES4;24/05/2023;18:03;Indicação de Membros Estatutários;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1105923&descTipo=IPE&CodigoInstituicao=1
6;BEES4;28/04/2023;17:37;Lucro ou Prejuízo e Atribuição de Proventos em Dinheiro;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1093022&descTipo=IPE&CodigoInstituicao=1
7;BEES4;01/03/2023;18:07;Renúncia e Eleição de Membro Estatutário;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1067112&descTipo=IPE&CodigoInstituicao=1
8;BEES4;27/02/2023;18:16;Guidance 2023;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1065844&descTipo=IPE&CodigoInstituicao=1
9;BEES4;16/01/2023;18:13;Lucro ou Prejuízo e Atribuição de Proventos em Dinheiro;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1049990&descTipo=IPE&CodigoInstituicao=1
10;BEES4;02/01/2023;18:10;Continuidade do Diretor-Presidente;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1046037&descTipo=IPE&CodigoInstituicao=1
