Acao;Data;Hora;Descrição;Link
RNEW4;28/07/2026;18:53;Agenda de Divulgação de Resultados e Período de Silêncio 2T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1548956&descTipo=IPE&CodigoInstituicao=1
RNEW4;16/07/2026;09:42;Alteração na composição da Diretoria e Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1545371&descTipo=IPE&CodigoInstituicao=1
RNEW4;16/07/2026;09:42;Homologação do Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1545372&descTipo=IPE&CodigoInstituicao=1
RNEW4;13/07/2026;18:27;Desenquadramento do valor de cotação mínima;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1544478&descTipo=IPE&CodigoInstituicao=1
RNEW4;28/05/2026;18:25;Subscrição/Prioridade;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1528076&descTipo=IPE&CodigoInstituicao=1
RNEW4;12/05/2026;18:39;Subscrição/Prioridade;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1520830&descTipo=IPE&CodigoInstituicao=1
RNEW4;28/04/2026;18:17;Agenda de Divulgação de Resultados 1T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1510034&descTipo=IPE&CodigoInstituicao=1
RNEW4;30/03/2026;21:28;Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1498420&descTipo=IPE&CodigoInstituicao=1
RNEW4;16/03/2026;18:07;Agenda de Divulgação de Resultados 4T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1490835&descTipo=IPE&CodigoInstituicao=1
RNEW4;01/12/2025;19:13;Alteração de Diretoria;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1451502&descTipo=IPE&CodigoInstituicao=1
RNEW4;29/10/2025;18:12;Agenda de Divulgação de Resultados 3T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1437086&descTipo=IPE&CodigoInstituicao=1
RNEW4;19/09/2025;09:17;Homologação do Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1424914&descTipo=IPE&CodigoInstituicao=1
RNEW4;09/09/2025;18:17;Cancelamento do programa de Units;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1421790&descTipo=IPE&CodigoInstituicao=1
RNEW4;01/08/2025;09:56;Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1406454&descTipo=IPE&CodigoInstituicao=1
RNEW4;30/07/2025;18:20;Agenda de Divulgação de Resultados 2T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1405569&descTipo=IPE&CodigoInstituicao=1
RNEW4;28/07/2025;18:29;Complemento do Comunicado ao Mercado enviado anteriormente;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1404589&descTipo=IPE&CodigoInstituicao=1
RNEW4;28/07/2025;09:08;Memorando de entendimentos (?MOU?) para aquisição de projeto para exploração de centrais geradoras fotovoltaicas ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1404341&descTipo=IPE&CodigoInstituicao=1
RNEW4;15/07/2025;20:37;Relatório de Avaliação da Maturidade dos Ativos Renova;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1401178&descTipo=IPE&CodigoInstituicao=1
RNEW4;14/07/2025;08:54;Encerramento do período de manifestação por credores.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1400512&descTipo=IPE&CodigoInstituicao=1
RNEW4;10/07/2025;18:44;Assinatura do Contrato de Uso do Sistema de Transmissão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1399999&descTipo=IPE&CodigoInstituicao=1
RNEW4;04/07/2025;17:54;Grupamento de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1398041&descTipo=IPE&CodigoInstituicao=1
RNEW4;09/06/2025;09:25;Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1388185&descTipo=IPE&CodigoInstituicao=1
RNEW4;02/06/2025;18:39;Grupamento de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1385832&descTipo=IPE&CodigoInstituicao=1
RNEW4;30/05/2025;18:36;Apreciar e deliberar sobre a destituição do Diretor Financeiro e de Relação com Investidores e eleição de seu substituto.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1385215&descTipo=IPE&CodigoInstituicao=1
RNEW4;28/05/2025;18:56;Reenquadramento de Free Float;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1384100&descTipo=IPE&CodigoInstituicao=1
RNEW4;26/05/2025;08:38;Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1382698&descTipo=IPE&CodigoInstituicao=1
RNEW4;15/05/2025;09:00;Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1378536&descTipo=IPE&CodigoInstituicao=1
RNEW4;30/04/2025;19:23;Agenda de Divulgação de Resultados e Período de Silêncio 1T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1369941&descTipo=IPE&CodigoInstituicao=1
RNEW4;30/04/2025;19:12;Grupamento de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1369873&descTipo=IPE&CodigoInstituicao=1
RNEW4;30/04/2025;19:01;Grupamento de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1369861&descTipo=IPE&CodigoInstituicao=1
RNEW4;28/04/2025;20:38;Alteração de participação relevante;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1366763&descTipo=IPE&CodigoInstituicao=1
RNEW4;28/04/2025;20:27;Homologação do Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1366754&descTipo=IPE&CodigoInstituicao=1
RNEW4;01/04/2025;18:10;Alteração no acionista do bloco de controle;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1356199&descTipo=IPE&CodigoInstituicao=1
RNEW4;13/03/2025;18:13;Agenda de Divulgação de Resultados e Período de Silêncio 4T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1346536&descTipo=IPE&CodigoInstituicao=1
RNEW4;07/03/2025;08:57;Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1343463&descTipo=IPE&CodigoInstituicao=1
RNEW4;13/02/2025;09:03;Encerramento da Recuperação Judicial;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1334423&descTipo=IPE&CodigoInstituicao=1
RNEW4;29/11/2024;12:11;Fato Relevante;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1309410&descTipo=IPE&CodigoInstituicao=1
RNEW4;28/11/2024;22:26;Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1309269&descTipo=IPE&CodigoInstituicao=1
RNEW4;31/10/2024;09:13;Homologação aditamento PRJ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1296521&descTipo=IPE&CodigoInstituicao=1
RNEW4;31/10/2024;09:02;Homologação aditamento PRJ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1296516&descTipo=IPE&CodigoInstituicao=1
RNEW4;30/10/2024;15:04;Agenda de Divulgação de Resultados e Período de Silêncio 3T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1296107&descTipo=IPE&CodigoInstituicao=1
RNEW4;25/10/2024;09:40;Aumento de Capital;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1294679&descTipo=IPE&CodigoInstituicao=1
RNEW4;21/10/2024;08:52;Compromisso de Subscrição;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1293033&descTipo=IPE&CodigoInstituicao=1
RNEW4;15/10/2024;08:35;Novos Aditamentos ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1291389&descTipo=IPE&CodigoInstituicao=1
RNEW4;30/07/2024;09:52;Agenda de Divulgação de Resultados e Período de Silêncio 2T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1264133&descTipo=IPE&CodigoInstituicao=1
RNEW4;30/04/2024;09:38;Agenda de Divulgação de Resultados e Período de Silêncio 1T24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1229022&descTipo=IPE&CodigoInstituicao=1
RNEW4;28/03/2024;20:38;Descontinuação Guidance;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1215134&descTipo=IPE&CodigoInstituicao=1
RNEW4;12/03/2024;16:42;Período de Silêncio 4T23;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1206487&descTipo=IPE&CodigoInstituicao=1
RNEW4;04/03/2024;09:03;Alteração Diretoria;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1202312&descTipo=IPE&CodigoInstituicao=1
RNEW4;15/02/2024;18:12;Leilão UPI Cordilheira dos Ventos ? Remanescente 14.02.24;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1195182&descTipo=IPE&CodigoInstituicao=1
RNEW4;14/02/2024;18:11;Alteração de Membro do Conselho de Administração e eleição de Diretor ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1194396&descTipo=IPE&CodigoInstituicao=1
RNEW4;19/01/2024;18:18;Destituição e eleição de membro da Diretoria Executiva da Companhia.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1184735&descTipo=IPE&CodigoInstituicao=1
RNEW4;10/12/2023;12:30;Novos Aditivos PRJ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1171635&descTipo=IPE&CodigoInstituicao=1
RNEW4;27/11/2023;13:34;Alteração de calendário corporativo;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1166577&descTipo=IPE&CodigoInstituicao=1
RNEW4;31/10/2023;21:49;Novos Aditivos PRJ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1156344&descTipo=IPE&CodigoInstituicao=1
RNEW4;27/10/2023;19:00;Período de Silêncio_3T23;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1155331&descTipo=IPE&CodigoInstituicao=1
RNEW4;15/09/2023;08:46;Fato Relevante - Aditamentos PRJ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1143524&descTipo=IPE&CodigoInstituicao=1
