Acao;Data;Hora;Descrição;Link
BPAC11;08/04/2026;17:35;Aquisição de participação;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1502525&descTipo=IPE&CodigoInstituicao=1
BPAC11;25/02/2026;18:43;Resultado do Leilão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1481916&descTipo=IPE&CodigoInstituicao=1
BPAC11;24/02/2026;19:48;Resultado do Leilão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1481409&descTipo=IPE&CodigoInstituicao=1
BPAC11;23/02/2026;20:56;Resultado do Leilão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1480822&descTipo=IPE&CodigoInstituicao=1
BPAC11;20/02/2026;19:28;Informação sobre leilão de sobras;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1480223&descTipo=IPE&CodigoInstituicao=1
BPAC11;09/02/2026;20:56;Alienação de Participação;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1475256&descTipo=IPE&CodigoInstituicao=1
BPAC11;09/02/2026;05:32;Demonstrações Financeiras Completas - Inglês - 4Q25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1474693&descTipo=IPE&CodigoInstituicao=1
BPAC11;28/01/2026;09:00;Emissão de Senior Notes;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1470534&descTipo=IPE&CodigoInstituicao=1
BPAC11;23/01/2026;21:56;Reorganização Societária - Incorporação, Cisão ou Fusão da Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1469758&descTipo=IPE&CodigoInstituicao=1
BPAC11;19/01/2026;20:49;Procedimento INRs;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1468354&descTipo=IPE&CodigoInstituicao=1
BPAC11;12/01/2026;20:17;Direito de recesso;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1466615&descTipo=IPE&CodigoInstituicao=1
BPAC11;12/01/2026;20:17;Direito de recesso;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1466616&descTipo=IPE&CodigoInstituicao=1
BPAC11;22/12/2025;20:55;Ajuste da relação de troca ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1460666&descTipo=IPE&CodigoInstituicao=1
BPAC11;22/12/2025;19:23;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1460585&descTipo=IPE&CodigoInstituicao=1
BPAC11;15/12/2025;21:06;Ajuste da relação de troca;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1457731&descTipo=IPE&CodigoInstituicao=1
BPAC11;15/12/2025;21:06;Aprovação BCB;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1457732&descTipo=IPE&CodigoInstituicao=1
BPAC11;15/12/2025;20:22;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1457711&descTipo=IPE&CodigoInstituicao=1
BPAC11;15/12/2025;20:22;Aumento do capital social da Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1457712&descTipo=IPE&CodigoInstituicao=1
BPAC11;11/12/2025;20:51;Aquisição de Participação Acionaria;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1456419&descTipo=IPE&CodigoInstituicao=1
BPAC11;09/12/2025;22:28;Reorganização Societária - Incorporação, Cisão ou Fusão da Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1455080&descTipo=IPE&CodigoInstituicao=1
BPAC11;09/12/2025;20:05;Reorganização Societária - Incorporação, Cisão ou Fusão da Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1455031&descTipo=IPE&CodigoInstituicao=1
BPAC11;18/11/2025;08:33;Reorganização Societária - Incorporação, Cisão ou Fusão da Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1446647&descTipo=IPE&CodigoInstituicao=1
BPAC11;11/11/2025;05:19;Demonstrações Financeiras Intermediárias 3T25 - Inglês;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1443266&descTipo=IPE&CodigoInstituicao=1
