;Acao;Data;Hora;Descrição;Link
0;CEBR6;06/07/2023;16:23;Concessão de IP - Lei nº 7.275/23;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1120114&descTipo=IPE&CodigoInstituicao=1
1;CEBR6;21/06/2023;09:43;Aprovação do PL 3069 - Concessão de IP;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1115320&descTipo=IPE&CodigoInstituicao=1
2;CEBR6;05/06/2023;10:33;Decisão Judicial;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1109689&descTipo=IPE&CodigoInstituicao=1
3;CEBR6;07/03/2023;21:53;Inconstitucionalidade da Lei n. 7.172/2022;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1069912&descTipo=IPE&CodigoInstituicao=1
4;CEBR6;12/01/2023;18:09;Aquisição de salas comerciais - Sede da Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1049329&descTipo=IPE&CodigoInstituicao=1
5;CEBR6;16/12/2022;12:56;Aprovação do Plano de Negócio 2023/2027;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1042070&descTipo=IPE&CodigoInstituicao=1
6;CEBR6;14/12/2022;15:50;Projeto de Lei 3.069/22 - Outorga da prestação de serviços de iluminação pública;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1041376&descTipo=IPE&CodigoInstituicao=1
7;CEBR6;26/09/2022;10:01;Eleição e posse do DRI;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1017564&descTipo=IPE&CodigoInstituicao=1
8;CEBR6;19/09/2022;19:26;Notícia veiculada na mídia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1016477&descTipo=IPE&CodigoInstituicao=1
9;CEBR6;12/09/2022;18:13;Renúncia do DRI;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1015036&descTipo=IPE&CodigoInstituicao=1
10;CEBR6;19/08/2022;09:45;Publicação da Lei 7.172/2022;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1009504&descTipo=IPE&CodigoInstituicao=1
11;CEBR6;29/07/2022;18:12;Exercício do Direito de Preferência - CEBGAS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1001756&descTipo=IPE&CodigoInstituicao=1
12;CEBR6;13/06/2022;18:43;Assinatura do Primeiro Termo Aditivo ao Contrato de Concessão da PCH Paranoá ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=990444&descTipo=IPE&CodigoInstituicao=1
13;CEBR6;26/05/2022;23:11;Notícia veiculada na mídia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=985399&descTipo=IPE&CodigoInstituicao=1
14;CEBR6;23/02/2022;21:50;Extensão outorga Corumbá IV;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=946720&descTipo=IPE&CodigoInstituicao=1
15;CEBR6;12/01/2022;21:03;Eleição de Diretor;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=933116&descTipo=IPE&CodigoInstituicao=1
16;CEBR6;29/12/2021;20:05;Plano de Negócios 2022-2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=929595&descTipo=IPE&CodigoInstituicao=1
17;CEBR6;13/12/2021;18:43;Prorrogação do Prazo de Concessão da PCH Paranoá;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=925572&descTipo=IPE&CodigoInstituicao=1
18;CEBR6;20/10/2021;21:34;Aquisição de participação na CEBGAS - Direito de Preferência;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=908879&descTipo=IPE&CodigoInstituicao=1
19;CEBR6;14/10/2021;17:59;Desdobramento;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=907539&descTipo=IPE&CodigoInstituicao=1
20;CEBR6;15/09/2021;18:03;Desdobramento de Ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=901190&descTipo=IPE&CodigoInstituicao=1
21;CEBR6;15/09/2021;18:03;Dividendos Intercalares e JSCP;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=901191&descTipo=IPE&CodigoInstituicao=1
22;CEBR6;01/09/2021;11:24;Exercício do direito de preferência na aquisição das ações da Companhia Brasiliense de Gás - CEBGAS, detidas pela GASPETRO;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=897577&descTipo=IPE&CodigoInstituicao=1
