;Acao;Data;Hora;Descrição;Link
0;LOGN3;25/06/2025;18:51;5ª Emissão de Debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1394099&descTipo=IPE&CodigoInstituicao=1
1;LOGN3;10/03/2025;18:10;Tecmar e BNDES assinam contrato para financiamento do Projeto de Expansão da Frota da Tecmar e Tecmar Norte;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1344650&descTipo=IPE&CodigoInstituicao=1
2;LOGN3;24/02/2025;20:26;TVV celebra contrato de exploração de nova área no Porto de Vitória;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1338800&descTipo=IPE&CodigoInstituicao=1
3;LOGN3;09/12/2024;18:24;Calendário de Eventos 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1313009&descTipo=IPE&CodigoInstituicao=1
4;LOGN3;03/10/2024;18:06;Alteração no Calendário de Eventos Corporativos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1288204&descTipo=IPE&CodigoInstituicao=1
5;LOGN3;17/09/2024;18:23;Transação entre partes relacionadas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1283046&descTipo=IPE&CodigoInstituicao=1
6;LOGN3;05/09/2024;18:22;Fitch reafirma ratings ?AA+(BRA)? do TVV e de sua 1ª emissão de debêntures;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1279232&descTipo=IPE&CodigoInstituicao=1
7;LOGN3;04/09/2024;18:10;Conclusão do retrofit do TVV.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1278660&descTipo=IPE&CodigoInstituicao=1
8;LOGN3;23/07/2024;09:01;Chegada do Navio Log-In Experience ao Brasil;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1261825&descTipo=IPE&CodigoInstituicao=1
9;LOGN3;03/07/2024;18:13;"Fitch afirma Rating ?A+(bra)? da Log-In; Perspectiva Estável";https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1256554&descTipo=IPE&CodigoInstituicao=1
10;LOGN3;09/05/2024;18:13;Renúncia de Conselheiro;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1235655&descTipo=IPE&CodigoInstituicao=1
11;LOGN3;08/05/2024;18:34;Aprovada a 3ª Emissão de Notas Comerciais Escriturais;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1234769&descTipo=IPE&CodigoInstituicao=1
12;LOGN3;05/01/2024;20:38;Log-In Recebe o Navio Log-In Evolution;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1180907&descTipo=IPE&CodigoInstituicao=1
13;LOGN3;08/12/2023;18:31;Calendário de Eventos Corporativos 2024;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1171333&descTipo=IPE&CodigoInstituicao=1
14;LOGN3;01/12/2023;18:24;Modificações na estrutura organizacional;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1168383&descTipo=IPE&CodigoInstituicao=1
15;LOGN3;30/11/2023;19:40;Mudança no Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1167889&descTipo=IPE&CodigoInstituicao=1
16;LOGN3;08/11/2023;18:23;Aprovada a 2ª (Segunda) Emissão de Notas Comerciais Escriturais, em Série Única, para Distribuição Pública sob o  Rito Automático de Distribuição;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1159480&descTipo=IPE&CodigoInstituicao=1
17;LOGN3;18/09/2023;19:27;"Fitch afirma rating do TVV e de sua 1ª emissão de debêntures para ?AA+(BRA)?; perspectiva estável";https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1144080&descTipo=IPE&CodigoInstituicao=1
18;LOGN3;18/09/2023;18:53;"Fitch afirma rating do TVV e de sua 1ª emissão de debêntures para ?AA+(BRA)?; perspectiva estável";https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1144050&descTipo=IPE&CodigoInstituicao=1
19;LOGN3;07/08/2023;18:12;Mudança no Serviço Expresso Amazonas (SEA);https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1130115&descTipo=IPE&CodigoInstituicao=1
20;LOGN3;04/07/2023;18:44;"Fitch Eleva Rating da Log-In para ?A+(bra)?; Perspectiva Estável";https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1119383&descTipo=IPE&CodigoInstituicao=1
21;LOGN3;10/05/2023;19:50;Log-In anuncia mudança do Presidente do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1100283&descTipo=IPE&CodigoInstituicao=1
22;LOGN3;18/04/2023;18:55;Novo Serviço Expresso Amazonas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1087369&descTipo=IPE&CodigoInstituicao=1
23;LOGN3;04/01/2023;09:58;Carteira do Índice GPTW B3;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1046602&descTipo=IPE&CodigoInstituicao=1
24;LOGN3;23/12/2022;09:34;Aquisição do Grupo Oliva Pinto.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1044116&descTipo=IPE&CodigoInstituicao=1
