Acao;Data;Hora;Descrição;Link
CSNA3;13/05/2026;21:06;1T26 Desempenho ESG;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1521688&descTipo=IPE&CodigoInstituicao=1
CSNA3;09/04/2026;19:59;Indicação de Candidatos para o Conselho Fiscal;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1503291&descTipo=IPE&CodigoInstituicao=1
CSNA3;21/03/2026;00:45;Bride Loan;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1493394&descTipo=IPE&CodigoInstituicao=1
CSNA3;11/03/2026;22:48;Release ESG 4T2025 e 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1489304&descTipo=IPE&CodigoInstituicao=1
CSNA3;11/03/2026;22:48;Alteracao e inclusao de projecao;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1489308&descTipo=IPE&CodigoInstituicao=1
CSNA3;15/01/2026;08:58;CSN | Atualização Estratégica;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1467353&descTipo=IPE&CodigoInstituicao=1
CSNA3;31/12/2025;10:44;Conclusão da Alienação Adicional das Ações da MRS Logística S.A.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1462848&descTipo=IPE&CodigoInstituicao=1
CSNA3;18/12/2025;21:06;Alienação de participação Societária na MRS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1459294&descTipo=IPE&CodigoInstituicao=1
CSNA3;18/11/2025;19:55;Início das negociações para uma possível alienação de parte das ações da MRS;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1447078&descTipo=IPE&CodigoInstituicao=1
CSNA3;04/11/2025;21:31;Release ESG referente ao 3T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1439737&descTipo=IPE&CodigoInstituicao=1
CSNA3;23/10/2025;10:02;Decisão CADE;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1434999&descTipo=IPE&CodigoInstituicao=1
CSNA3;06/08/2025;08:55;Alienação de participação societária na Usiminas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1408483&descTipo=IPE&CodigoInstituicao=1
CSNA3;31/07/2025;20:32;Release ESG 2T25;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1406310&descTipo=IPE&CodigoInstituicao=1
CSNA3;31/07/2025;09:00;Alienação de participação societária na Usiminas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1405834&descTipo=IPE&CodigoInstituicao=1
