;Acao;Data;Hora;Descrição;Link
0;WDCN3;19/01/2026;19:07;Celebração, Alteração ou Rescisão de Acordo de Acionistas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1468313&descTipo=IPE&CodigoInstituicao=1
1;WDCN3;02/01/2026;18:28;Alteração na Composição da Diretoria;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1463233&descTipo=IPE&CodigoInstituicao=1
2;WDCN3;18/09/2025;18:04;Alteração do código de negociação (Ticker) ?WDCN3?;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1424778&descTipo=IPE&CodigoInstituicao=1
3;WDCN3;17/09/2025;19:20;Participação de Executivo em Entrevista;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1424488&descTipo=IPE&CodigoInstituicao=1
4;WDCN3;16/09/2025;17:29;Participação de Executivo em Entrevista;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1423981&descTipo=IPE&CodigoInstituicao=1
5;WDCN3;28/08/2025;17:21;Subsidiária WDC China;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1418015&descTipo=IPE&CodigoInstituicao=1
6;WDCN3;19/08/2025;18:29;Participação de Executivo em Entrevista;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1415164&descTipo=IPE&CodigoInstituicao=1
7;WDCN3;30/04/2025;17:44;Posse do diretor Bruno Rigatieri;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1369208&descTipo=IPE&CodigoInstituicao=1
8;WDCN3;29/04/2025;17:32;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1367321&descTipo=IPE&CodigoInstituicao=1
9;WDCN3;26/02/2025;19:48;Conclusão de Aquisição à Infinite Consulting;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1340100&descTipo=IPE&CodigoInstituicao=1
10;WDCN3;10/02/2025;18:10;Cancelamento de ações em Tesouraria;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1332810&descTipo=IPE&CodigoInstituicao=1
