Acao;Data;Hora;Descrição;Link
LOGG3;08/07/2026;18:33;Selo Pró-Ética;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1543213&descTipo=IPE&CodigoInstituicao=1
LOGG3;01/06/2026;19:57;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1529536&descTipo=IPE&CodigoInstituicao=1
LOGG3;29/05/2026;21:34;Aquisição de Ações de Emissão da Própria Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1528938&descTipo=IPE&CodigoInstituicao=1
LOGG3;22/05/2026;13:11;Apresentação Investor Day 2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1525973&descTipo=IPE&CodigoInstituicao=1
LOGG3;22/05/2026;10:26;Apresentação Investor Day 2026;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1525872&descTipo=IPE&CodigoInstituicao=1
LOGG3;04/05/2026;18:23;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1515315&descTipo=IPE&CodigoInstituicao=1
LOGG3;04/05/2026;07:34;Assinatura de Compromisso de Venda e Compra de Imóveis e Quotas;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1514852&descTipo=IPE&CodigoInstituicao=1
LOGG3;11/02/2026;18:13;Venda de Ativos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1476510&descTipo=IPE&CodigoInstituicao=1
LOGG3;15/12/2025;18:54;Distribuição de dividendos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1457541&descTipo=IPE&CodigoInstituicao=1
LOGG3;04/12/2025;19:27;Alteração na composição do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1453104&descTipo=IPE&CodigoInstituicao=1
LOGG3;29/10/2025;19:07;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1437169&descTipo=IPE&CodigoInstituicao=1
LOGG3;29/10/2025;18:23;Venda de ativos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1437105&descTipo=IPE&CodigoInstituicao=1
LOGG3;30/09/2025;10:45;Recebimento de valores;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1427723&descTipo=IPE&CodigoInstituicao=1
LOGG3;29/09/2025;19:10;Recebimento de valores;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1427614&descTipo=IPE&CodigoInstituicao=1
LOGG3;04/08/2025;18:25;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1407486&descTipo=IPE&CodigoInstituicao=1
LOGG3;31/07/2025;21:39;Negociação de Ativos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1406329&descTipo=IPE&CodigoInstituicao=1
LOGG3;26/07/2025;11:18;Venda Ativos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1404331&descTipo=IPE&CodigoInstituicao=1
LOGG3;18/06/2025;07:33;Venda de Ativos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1391599&descTipo=IPE&CodigoInstituicao=1
LOGG3;29/04/2025;18:27;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1367515&descTipo=IPE&CodigoInstituicao=1
LOGG3;10/02/2025;18:21;Renúncia e Eleição de Diretor Executivo Financeiro e Diretor de Relação com Investidores;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1332860&descTipo=IPE&CodigoInstituicao=1
LOGG3;20/12/2024;09:36;Transformação de Comitê de Auditoria em Estatário;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1317875&descTipo=IPE&CodigoInstituicao=1
LOGG3;05/12/2024;18:31;Conclusão venda de ativo;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1311812&descTipo=IPE&CodigoInstituicao=1
LOGG3;05/12/2024;18:09;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1311779&descTipo=IPE&CodigoInstituicao=1
LOGG3;05/12/2024;18:09;Distribuição de Dividendos 2024 e 2025 e Projeção de Lucro Líquido para 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1311780&descTipo=IPE&CodigoInstituicao=1
LOGG3;21/10/2024;18:13;Aquisição de Ações de Emissão da Própria Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1293222&descTipo=IPE&CodigoInstituicao=1
LOGG3;10/10/2024;17:18;Alteração de Membro da Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1290462&descTipo=IPE&CodigoInstituicao=1
LOGG3;03/10/2024;19:23;Venda de ativo;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1288285&descTipo=IPE&CodigoInstituicao=1
LOGG3;27/09/2024;17:05;Conclusão venda de ativo;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1285980&descTipo=IPE&CodigoInstituicao=1
LOGG3;24/09/2024;22:21;Conclusão venda de ativo ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1284993&descTipo=IPE&CodigoInstituicao=1
LOGG3;24/09/2024;22:10;Conclusão Venda de Ativo;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1284981&descTipo=IPE&CodigoInstituicao=1
LOGG3;27/08/2024;18:24;Alteração Membro do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1276061&descTipo=IPE&CodigoInstituicao=1
LOGG3;26/08/2024;18:01;MoU Venda de Ativo;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1275622&descTipo=IPE&CodigoInstituicao=1
LOGG3;29/07/2024;18:28;MoU para venda de ativos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1263887&descTipo=IPE&CodigoInstituicao=1
LOGG3;17/07/2024;18:05;Aquisição de Ações de Emissão da Própria Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1260531&descTipo=IPE&CodigoInstituicao=1
LOGG3;11/07/2024;19:38;Venda de Ativos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1259156&descTipo=IPE&CodigoInstituicao=1
LOGG3;05/07/2024;18:37;Aquisição de Ações de Emissão da Própria Companhia;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1257235&descTipo=IPE&CodigoInstituicao=1
LOGG3;19/04/2024;07:59;Venda de Ativos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1223599&descTipo=IPE&CodigoInstituicao=1
LOGG3;06/02/2024;19:19;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1190315&descTipo=IPE&CodigoInstituicao=1
LOGG3;31/08/2023;18:03;Conclusão venda de ativos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1139026&descTipo=IPE&CodigoInstituicao=1
