;Acao;Data;Hora;Descrição;Link
0;HETA4;25/02/2023;00:33;Acordo de transação/Parcelamento;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1065295&descTipo=IPE&CodigoInstituicao=1
1;HETA4;30/09/2022;18:31;Protocolado Proposta de Transação Tributária ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1018678&descTipo=IPE&CodigoInstituicao=1
2;HETA4;07/01/2021;22:36;Adesão à transação Demais Débitos e Débitos Previdenciários;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=821193&descTipo=IPE&CodigoInstituicao=1
3;HETA4;14/04/2020;07:46;"Alteração da data da AGO; Alteração da data do Edital de Convocação.";https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=753914&descTipo=IPE&CodigoInstituicao=1
4;HETA4;18/11/2015;17:42;Leilao frações remanescentes Grupamento ações;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=492054&descTipo=IPE&CodigoInstituicao=1
5;HETA4;02/04/2015;17:52;Novo Jornal;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=463154&descTipo=IPE&CodigoInstituicao=1
6;HETA4;14/08/2014;18:32;Informação sobre atraso divulgação do segundo trimestre 2014;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=436325&descTipo=IPE&CodigoInstituicao=1
7;HETA4;13/12/2013;18:20;Aquisição das Debêntures emitidas na AGE 13 de dezembro de 2013.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=404894&descTipo=IPE&CodigoInstituicao=1
8;HETA4;14/11/2013;20:05;Emissão privada de Debentures simples, não conversíveis em ações.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=401351&descTipo=IPE&CodigoInstituicao=1
9;HETA4;22/12/2011;19:20;Alteração do Banco Prestador de escrituração de ações.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=315360&descTipo=IPE&CodigoInstituicao=1
10;HETA4;29/09/2011;18:11;Alienação judicial dos imóveis não operacionais da Companhia.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=305934&descTipo=IPE&CodigoInstituicao=1
11;HETA4;20/07/2011;18:08;Movimentação das Ações.;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=298574&descTipo=IPE&CodigoInstituicao=1
12;HETA4;27/05/2009;16:23;Comunicado anuncios societários publicados no Jornal Valor Econômico;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=204175&descTipo=IPE&CodigoInstituicao=1
13;HETA4;16/05/2006;17:12;Liquidação de dívida junto ao Sesi e Senai;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=89937&descTipo=IPE&CodigoInstituicao=1
14;HETA4;16/05/2006;15:42;Liquidação da dívida com Sesi-Senai;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=89919&descTipo=IPE&CodigoInstituicao=1
