Acao;Data;Hora;Descrição;Link
EMBJ3;24/07/2026;18:05;A carteira de pedidos da Embraer alcançou US$34,5 bilhões no 2T26, marcando seu sétimo recorde consecutivo;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1547944&descTipo=IPE&CodigoInstituicao=1
EMBJ3;21/07/2026;08:52;Binter encomenda mais cinco aeronaves Embraer E195-E2;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1546472&descTipo=IPE&CodigoInstituicao=1
EMBJ3;21/07/2026;08:52;Abra Group anuncia acordo para comprar até 45 aeronaves E195-E2 da Embraer, oferecendo maior flexibilidade à estratégia de crescimento e conectividade ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1546473&descTipo=IPE&CodigoInstituicao=1
EMBJ3;21/07/2026;08:41;Luxair expande frota com pedido para três aeronaves E190-E2;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1546470&descTipo=IPE&CodigoInstituicao=1
EMBJ3;02/07/2026;17:32;Embraer registra 65 aeronaves entregues no segundo trimestre, alta de 48% na comparação com trimestre anterior;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1541244&descTipo=IPE&CodigoInstituicao=1
EMBJ3;22/06/2026;09:18;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1536676&descTipo=IPE&CodigoInstituicao=1
EMBJ3;18/06/2026;18:35;Dividendos/Juros sobre Capital Próprio;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1536283&descTipo=IPE&CodigoInstituicao=1
EMBJ3;05/06/2026;08:39;Azorra faz novo pedido firme de 15 aeronaves Embraer E195-E2;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1530987&descTipo=IPE&CodigoInstituicao=1
EMBJ3;21/05/2026;18:08;Embraer anuncia Resgate dos Bonds de sua emissão com remuneração de 7,000% e vencimento em 2030 ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1525605&descTipo=IPE&CodigoInstituicao=1
EMBJ3;04/05/2026;10:53;Tawazun assina contrato com a Embraer para até 20 aeronaves C-390 Millennium  para a Força Aérea dos Emirados Árabes Unidos;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1514940&descTipo=IPE&CodigoInstituicao=1
