Acao;Data;Hora;Descrição;Link
TUPY3;29/07/2026;09:33;Divulgação de Extratos das Atas das Reuniões do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1549086&descTipo=IPE&CodigoInstituicao=1
TUPY3;11/06/2026;08:34;Renúncia de membro do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1533469&descTipo=IPE&CodigoInstituicao=1
TUPY3;01/06/2026;08:02;Novo CEO;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1528991&descTipo=IPE&CodigoInstituicao=1
TUPY3;12/05/2026;09:43;Relatório de Sustentabilidade 2025;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1520332&descTipo=IPE&CodigoInstituicao=1
TUPY3;04/05/2026;19:40;CONCLUSÃO DO PROCESSO DE SUCESSÃO E ELEIÇÃO DO DIRETOR PRESIDENTE;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1515524&descTipo=IPE&CodigoInstituicao=1
TUPY3;30/04/2026;19:25;Agenda de Divulgação 1T26;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1514127&descTipo=IPE&CodigoInstituicao=1
TUPY3;27/04/2026;18:38;Videocast TUPY3 Comenta ? Distribuição;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1509321&descTipo=IPE&CodigoInstituicao=1
TUPY3;27/03/2026;17:45;Renúncia do Diretor Presidente e Processo de Sucessão;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1497123&descTipo=IPE&CodigoInstituicao=1
TUPY3;21/03/2026;14:10;Alteração de Ratings;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1493401&descTipo=IPE&CodigoInstituicao=1
TUPY3;19/03/2026;09:00;Aviso aos Acionistas - Indicação CF e solicitação de inclusão de matéria ;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1492382&descTipo=IPE&CodigoInstituicao=1
TUPY3;16/03/2026;19:02;Indicação de candidatos para o Conselho Fiscal e  renúncia de membro suplente do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1490912&descTipo=IPE&CodigoInstituicao=1
TUPY3;27/02/2026;18:12;Renúncia de membro do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1483345&descTipo=IPE&CodigoInstituicao=1
TUPY3;26/02/2026;18:22;Videocast TUPY3 Comenta ? Energia & Descarbonização;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1482591&descTipo=IPE&CodigoInstituicao=1
TUPY3;05/02/2026;20:19;Indicação de candidatos suplentes;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1474016&descTipo=IPE&CodigoInstituicao=1
TUPY3;30/01/2026;18:12;Comercialização de motores a biometano e GNV para veículos 0km;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1471690&descTipo=IPE&CodigoInstituicao=1
TUPY3;29/01/2026;18:11;Substituição de candidato a membro suplente do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1471188&descTipo=IPE&CodigoInstituicao=1
TUPY3;29/01/2026;08:28;Indicação de candidatos a membros suplentes do Conselho de Administração;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1470930&descTipo=IPE&CodigoInstituicao=1
TUPY3;13/01/2026;08:34;Convocação de Assembleia Geral Extraordinária;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1466656&descTipo=IPE&CodigoInstituicao=1
TUPY3;29/12/2025;18:35;Atualização sobre os Pedidos de Acionistas para Convocação de Assembleia Geral Extraordinária;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1462063&descTipo=IPE&CodigoInstituicao=1
TUPY3;25/12/2025;20:21;Atualização sobre Pedidos de Acionistas, Renúncia e Convocação de AGE;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1461431&descTipo=IPE&CodigoInstituicao=1
TUPY3;21/12/2025;15:31;Renúncias de membro do Conselho de Administração e de membro do Conselho Fiscal e pedido de convocação de Assembleia Geral Extraordinária;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1459978&descTipo=IPE&CodigoInstituicao=1
TUPY3;15/12/2025;19:05;Revisão da Estrutura Organizacional;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=1457571&descTipo=IPE&CodigoInstituicao=1
