Date;Close;High;Low;Open;Volume
2024-06-03;1659248.0;1665774.0;1639149.0;1651417.0;0
2024-06-04;1581164.0;1659248.0;1573280.0;1659248.0;0
2024-06-05;1570750.0;1593231.0;1521513.0;1581164.0;0
2024-06-06;1503728.0;1570750.0;1499905.0;1570750.0;0
2024-06-07;1519209.0;1532723.0;1503728.0;1503728.0;0
2024-06-10;1576628.0;1577751.0;1512483.0;1519209.0;0
2024-06-11;1544869.0;1578561.0;1538297.0;1576628.0;0
2024-06-12;1568096.0;1589587.0;1544869.0;1544869.0;0
2024-06-13;1605208.0;1640626.0;1548161.0;1568096.0;0
2024-06-14;1582372.0;1610891.0;1568646.0;1605208.0;0
2024-06-18;1557430.0;1583671.0;1548910.0;1582372.0;0
2024-06-19;1576462.0;1579841.0;1557430.0;1557430.0;0
2024-06-24;1554951.0;1576462.0;1552385.0;1576462.0;0
2024-06-25;1570620.0;1583947.0;1559850.0;1570382.0;0
2024-06-26;1574472.0;1581349.0;1552766.0;1570620.0;0
2024-06-27;1635667.0;1637738.0;1570707.0;1574472.0;0
2024-06-28;1611295.0;1640488.0;1605607.0;1635667.0;0
2024-07-01;1594733.0;1611295.0;1579478.0;1611295.0;0
2024-07-02;1636391.0;1636867.0;1595166.0;1595166.0;0
2024-07-03;1603517.0;1660153.0;1593509.0;1634019.0;0
2024-07-04;1612745.0;1618207.0;1603517.0;1603517.0;0
2024-07-05;1629030.0;1639875.0;1616836.0;1616836.0;0
2024-07-08;1643221.0;1649664.0;1624889.0;1629030.0;0
2024-07-10;1690009.0;1691344.0;1643221.0;1643221.0;0
2024-07-11;1705676.0;1723015.0;1687755.0;1690009.0;0
2024-07-12;1715610.0;1722886.0;1698143.0;1705676.0;0
2024-07-15;1504984.0;1715610.0;1500904.0;1715610.0;0
2024-07-16;1526268.0;1533699.0;1418421.0;1504984.0;0
2024-07-17;1524496.0;1533747.0;1495417.0;1526268.0;0
2024-07-18;1528791.0;1553355.0;1517876.0;1524496.0;0
2024-07-19;1569019.0;1573703.0;1540105.0;1540105.0;0
2024-07-22;1590407.0;1595453.0;1568937.0;1569019.0;0
2024-07-23;1635674.0;1640606.0;1590407.0;1590407.0;0
2024-07-24;1582113.0;1642098.0;1579181.0;1635674.0;0
2024-07-25;1538280.0;1583522.0;1536726.0;1582113.0;0
2024-07-26;1542022.0;1575472.0;1534644.0;1538280.0;0
2024-07-29;1481242.0;1549589.0;1476097.0;1542022.0;0
2024-07-30;1411953.0;1482170.0;1409671.0;1481242.0;0
2024-07-31;1481853.0;1481853.0;1412411.0;1412411.0;0
2024-08-01;1500217.0;1525753.0;1475571.0;1507785.0;0
2024-08-02;1433350.0;1500217.0;1431667.0;1500217.0;0
2024-08-05;1420523.0;1433969.0;1333622.0;1433350.0;0
2024-08-06;1457571.0;1470161.0;1420523.0;1420523.0;0
2024-08-07;1452161.0;1492293.0;1442673.0;1457571.0;0
2024-08-08;1530366.0;1534708.0;1452161.0;1452161.0;0
2024-08-09;1583895.0;1588836.0;1530366.0;1530366.0;0
2024-08-12;1588905.0;1602498.0;1566657.0;1583895.0;0
2024-08-13;1591697.0;1598494.0;1577530.0;1588905.0;0
2024-08-14;1607310.0;1629040.0;1591291.0;1591697.0;0
2024-08-15;1643875.0;1647641.0;1607310.0;1607310.0;0
2024-08-16;1649329.0;1670481.0;1643875.0;1643875.0;0
2024-08-19;1657075.0;1677468.0;1638080.0;1649329.0;0
2024-08-20;1659275.0;1681583.0;1639626.0;1657075.0;0
2024-08-21;1621076.0;1663072.0;1617149.0;1659275.0;0
2024-08-22;1577420.0;1621846.0;1573811.0;1621076.0;0
2024-08-23;1606967.0;1615290.0;1577420.0;1577420.0;0
2024-08-26;1593003.0;1627371.0;1580598.0;1606967.0;0
2024-08-27;1616134.0;1616930.0;1592352.0;1593003.0;0
2024-08-28;1617544.0;1624173.0;1599828.0;1616134.0;0
